patent,prim,class,subclass
08344627,13,31511121,,
08344628,12,315119,,
08344629,12,315149,,
08344630,13,315155,,
08344631,13,3151691,,
08344632,12,315185R,,
08344633,12,315186,,
08344634,12,315209R,,
08344635,12,315224,,
08344636,12,315224,,
08344638,12,315247,,
08344639,12,315247,,
08344640,13,315247,,
08344641,12,315250,,
08344642,12,315276,,
08344643,12,315277,,
08344644,12,315287,,
08344645,13,315287,,
08344646,11,315291,,
08344647,12,315291,,
08344648,12,315291,,
08344649,12,315291,,
08344650,12,315291,,
08344651,12,315291,,
08344652,12,315291,,
08344653,12,315291,,
08344654,13,315291,,
08344655,12,315294,,
08344656,12,315297,,
08344657,12,315302,,
08344658,11,315307,,
08344659,12,315307,,
08344660,12,315307,,
08344661,12,315307,,
08344662,12,315307,,
08344663,12,315312,,
08344664,12,315312,,
08344665,12,315315,,
08344666,12,315360,,
08344667,12,315360,,
08344668,13,315363,,
08344669,13,318135,,
08344670,12,318255,,
08344671,12,31840002,,
08344672,12,31840004,,
08344673,12,318432,,
08344674,12,318432,,
08344675,12,318472,,
08344676,12,318490,,
08344677,12,318500,,
08344678,12,318625,,
08344679,12,318626,,
08344680,12,318632,,
08344681,12,318685,,
08344682,13,318712,,
08344683,12,318721,,
08344684,13,318811,,
08344685,12,320104,,
08344686,13,320104,,
08344687,12,320106,,
08344688,12,320107,,
08344689,12,320108,,
08344690,12,320108,,
08344691,13,320108,,
08344692,12,320109,,
08344693,12,320114,,
08344694,13,320118,,
08344696,12,320150,,
08344697,12,320150,,
08344698,13,320150,,
08344699,12,320152,,
08344700,12,320152,,
08344701,12,320162,,
08344702,12,320163,,
08344703,12,320166,,
08344704,12,"322  8",,
08344705,12,"322 37",,
08344706,12,323207,,
08344707,12,323222,,
08344708,12,323222,,
08344709,12,323222,,
08344710,12,323222,,
08344711,12,323224,,
08344712,13,323272,,
08344713,13,323273,,
08344714,12,323274,,
08344715,12,323282,,
08344716,12,323283,,
08344717,13,323286,,
08344718,13,323299,,
08344719,12,323315,,
08344720,12,323316,,
08344721,12,"324 72",,
08344722,12,"324 7611",,
08344723,12,32420725,,
08344724,12,324228,,
08344725,12,324238,,
08344726,12,324303,,
08344727,12,324307,,
08344728,11,324309,,
08344729,12,324309,,
08344730,12,324318,,
08344731,12,324318,,
08344732,12,324427,,
08344733,12,324532,,
08344734,12,324537,,
08344735,12,324548,,
08344736,12,324555,,
08344737,12,324555,,
08344738,12,324658,,
08344739,12,324658,,
08344740,11,324684,,
08344741,12,324686,,
08344742,13,324692,,
08344743,12,32475005,,
08344744,12,32475027,,
08344745,11,3247503,,
08344746,12,32475407,,
08344747,12,32475501,,
08344748,12,32475507,,
08344749,12,32476202,,
08344750,12,32476209,,
08344751,12,"326 30",,
08344752,12,"326 30",,
08344753,13,"326 30",,
08344754,12,"326 34",,
08344755,12,"326 38",,
08344756,12,"326 41",,
08344757,12,"326 83",,
08344758,12,326104,,
08344759,13,"327 94",,
08344760,12,327108,,
08344761,12,327108,,
08344762,12,327108,,
08344763,12,327108,,
08344764,13,327108,,
08344765,12,327118,,
08344766,11,327143,,
08344767,12,327143,,
08344768,12,327144,,
08344769,12,327156,,
08344770,12,327156,,
08344771,12,327156,,
08344772,12,327156,,
08344773,13,327156,,
08344774,12,327159,,
08344775,12,327161,,
08344776,13,327161,,
08344777,12,327174,,
08344778,12,327175,,
08344779,12,327205,,
08344780,12,327218,,
08344781,13,327238,,
08344782,12,327263,,
08344783,12,327278,,
08344784,12,327308,,
08344786,13,327333,,
08344787,12,327355,,
08344788,13,327427,,
08344789,12,327534,,
08344790,12,327535,,
08344791,13,327536,,
08344792,11,327538,,
08344793,13,327540,,
08344794,12,327554,,
08344795,13,327554,,
08344796,13,327554,,
08344797,12,"330  9",,
08344798,13,"330  9",,
08344799,13,330124R,,
08344800,12,330149,,
08344801,12,330251,,
08344802,13,330253,,
08344803,12,330254,,
08344804,13,330258,,
08344805,13,330260,,
08344806,12,330285,,
08344807,12,330286,,
08344808,12,330292,,
08344809,13,330302,,
08344810,12,330305,,
08344811,12,"331  2",,
08344812,13,"331 16",,
08344813,13,"331 16",,
08344814,12,"331 36C",,
08344815,13,331154,,
08344816,12,331158,,
08344817,12,331176,,
08344818,11,332170,,
08344819,12,"333  1",,
08344820,13,"333  11",,
08344821,12,"333  4",,
08344822,12,"333 32",,
08344823,12,333101,,
08344824,12,333124,,
08344825,12,333133,,
08344826,12,333134,,
08344827,12,333156,,
08344828,12,333238,,
08344829,12,333240,,
08344830,12,"335  6",,
08344831,12,"335 78",,
08344832,13,335126,,
08344833,13,335202,,
08344834,12,335207,,
08344835,13,335216,,
08344836,12,335219,,
08344837,13,335282,,
08344838,13,"336 65",,
08344839,12,"336 90",,
08344840,13,336170,,
08344841,12,336173,,
08344842,12,336192,,
08344843,13,336221,,
08344844,12,337206,,
08344845,13,"338 22SD",,
08344846,13,338332,,
08344847,12,"340  32",,
08344848,11,"340  436",,
08344849,11,"340  52",,
08344850,12,"340  572",,
08344851,11,"340  585",,
08344852,12,"340  72",,
08344853,11,"340 101",,
08344854,12,"340 101",,
08344855,12,"340 101",,
08344856,12,"340 101",,
08344857,13,"340 101",,
08344858,12,"340 103",,
08344859,12,"340 1228",,
08344860,13,34028607,,
08344861,12,3404071,,
08344862,13,3404071,,
08344863,12,3404072,,
08344864,13,340435,,
08344865,12,340438,,
08344866,12,340439,,
08344867,12,340440,,
08344868,12,340442,,
08344869,12,340442,,
08344870,12,340461,,
08344871,12,340469,,
08344872,12,340501,,
08344873,12,340506,,
08344874,12,340538,,
08344875,12,34053911,,
08344876,12,34053913,,
08344877,12,34053913,,
08344878,12,34053913,,
08344879,12,34053913,,
08344880,12,3405393,,
08344881,12,340540,,
08344882,12,340540,,
08344883,13,340540,,
08344884,13,340541,,
08344885,12,340550,,
08344886,12,3405721,,
08344887,12,3405721,,
08344888,11,3405727,,
08344889,12,3405727,,
08344890,11,3405728,,
08344891,12,3405729,,
08344892,12,3405731,,
08344893,12,3405731,,
08344894,12,340576,,
08344895,12,340600,,
08344896,12,340606,,
08344897,12,340612,,
08344898,12,340618,,
08344899,12,3406361,,
08344900,12,340653,,
08344901,13,340669,,
08344902,12,340692,,
08344903,12,34081578,,
08344904,12,3408532,,
08344905,12,3408551,,
08344906,12,340905,,
08344907,13,340905,,
08344908,12,340906,,
08344909,13,340910,,
08344910,12,340945,,
08344911,12,340973,,
08344912,13,340973,,
08344913,12,340989,,
08344914,12,"341 20",,
08344915,12,"341 22",,
08344916,13,"341 87",,
08344917,12,341107,,
08344918,12,341115,,
08344919,13,341118,,
08344920,13,341120,,
08344921,13,341143,,
08344922,12,341144,,
08344923,13,341144,,
08344924,13,341155,,
08344925,13,341155,,
08344926,12,341161,,
08344927,12,341161,,
08344928,12,341172,,
08344929,13,341172,,
08344930,13,341172,,
08344931,13,341172,,
08344932,12,"342  1",,
08344933,12,"342 25R",,
08344934,12,"342 25A",,
08344935,12,"342 30",,
08344936,12,"342 36",,
08344937,12,"342 36",,
08344938,12,"342 59",,
08344939,12,"342 70",,
08344940,12,"342 75",,
08344941,12,342106,,
08344942,12,342137,,
08344943,12,342147,,
08344944,12,342159,,
08344945,12,342354,,
08344946,12,34235758,,
08344947,12,34235761,,
08344948,12,342451,,
08344949,12,342457,,
08344950,12,343700MS,,
08344951,12,343700MS,,
08344952,12,343702,,
08344953,12,343702,,
08344954,12,343702,,
08344955,12,343702,,
08344956,12,343702,,
08344957,12,343702,,
08344958,12,343728,,
08344959,12,343744,,
08344960,12,343792,,
08344961,12,343812,,
08344962,12,343848,,
08344964,12,343909,,
08344965,12,"345  8",,
08344966,11,"345 34",,
08344967,12,"345 60",,
08344968,12,"345 60",,
08344969,12,"345 76",,
08344970,12,"345 76",,
08344971,13,"345 76",,
08344972,13,"345 76",,
08344973,11,"345 82",,
08344974,12,"345 82",,
08344975,13,"345 82",,
08344976,13,"345 87",,
08344977,12,"345 89",,
08344978,12,"345 89",,
08344979,12,"345 89",,
08344980,12,"345 90",,
08344981,12,"345 92",,
08344982,12,"345 92",,
08344983,13,"345 94",,
08344984,12,"345 96",,
08344985,12,"345 98",,
08344986,12,"345 98",,
08344987,12,"345 98",,
08344988,11,345100,,
08344989,12,345100,,
08344990,12,345100,,
08344991,12,345100,,
08344992,12,345100,,
08344993,11,345102,,
08344994,12,345102,,
08344995,12,345102,,
08344996,12,345107,,
08344997,12,345108,,
08344998,12,345156,,
08344999,12,345156,,
08345000,12,345156,,
08345001,10,345157,,
08345002,11,345157,,
08345003,12,345157,,
08345004,12,345161,,
08345005,12,345161,,
08345006,13,345163,,
08345007,13,345163,,
08345008,12,345168,,
08345009,12,345168,,
08345010,12,345169,,
08345011,11,345172,,
08345012,12,345172,,
08345013,12,345173,,
08345014,12,345173,,
08345015,12,345173,,
08345016,12,345173,,
08345017,13,345173,,
08345018,13,345173,,
08345019,12,345174,,
08345020,12,345174,,
08345021,12,345176,,
08345022,12,345178,,
08345023,12,345179,,
08345024,12,345204,,
08345025,12,345204,,
08345026,12,345204,,
08345027,12,345204,,
08345028,12,345204,,
08345029,12,345204,,
08345030,13,345205,,
08345031,12,345211,,
08345032,12,345211,,
08345033,12,345211,,
08345034,12,345212,,
08345035,12,345212,,
08345036,12,345213,,
08345037,12,345213,,
08345038,11,345214,,
08345039,12,345214,,
08345040,12,345419,,
08345041,12,345419,,
08345042,11,345420,,
08345043,11,345420,,
08345044,12,345420,,
08345045,12,345426,,
08345046,13,345426,,
08345047,11,345440,,
08345048,13,345440,,
08345049,11,345473,,
08345050,13,345473,,
08345051,11,345501,,
08345052,11,345502,,
08345053,11,345505,,
08345054,12,345520,,
08345055,12,345560,,
08345056,12,345581,,
08345057,12,345581,,
08345058,12,345581,,
08345059,13,345581,,
08345060,12,345589,,
08345061,13,345589,,
08345062,13,345593,,
08345063,12,345611,,
08345064,11,345619,,
08345065,12,345629,,
08345066,11,345633,,
08345067,12,345653,,
08345068,12,345684,,
08345069,12,345690,,
08345070,12,345690,,
08345071,12,345690,,
08345072,13,345690,,
08345073,12,345901,,
08345074,12,347130,,
08345075,13,347171,,
08345076,12,347224,,
08345077,12,347241,,
08345078,12,347257,,
08345079,12,"348 1401",,
08345080,12,"348 1402",,
08345081,12,"348 1408",,
08345082,12,"348 1408",,
08345083,11,"348 1409",,
08345084,13,"348 45",,
08345085,11,"348 46",,
08345086,12,"348 49",,
08345087,11,"348 51",,
08345088,12,"348 51",,
08345089,11,"348 65",,
08345090,12,"348 65",,
08345091,13,"348 65",,
08345092,12,"348 76",,
08345093,12,"348 79",,
08345094,12,"348 84",,
08345095,11,348118,,
08345096,12,348139,,
08345097,12,348143,,
08345098,12,348148,,
08345099,12,348148,,
08345100,12,348148,,
08345101,12,348150,,
08345102,12,348157,,
08345103,12,348164,,
08345104,12,348187,,
08345105,09,3482071,,
08345106,12,3482071,,
08345107,12,3482072,,
08345108,11,34820812,,
08345109,12,34820816,,
08345110,12,3482084,,
08345111,12,3482087,,
08345112,12,3482221,,
08345113,12,3482221,,
08345114,12,3482221,,
08345115,12,3482221,,
08345116,12,3482221,,
08345117,12,3482221,,
08345118,12,3482221,,
08345119,12,3482221,,
08345120,11,3482291,,
08345121,13,3482291,,
08345122,11,3482301,,
08345123,12,3482311,,
08345124,12,34823199,,
08345125,12,348239,,
08345126,12,348241,,
08345127,13,348241,,
08345129,13,348246,,
08345130,12,348251,,
08345131,12,348262,,
08345132,12,348272,,
08345133,12,348294,,
08345134,12,348294,,
08345135,12,348302,,
08345136,12,348308,,
08345137,12,348308,,
08345138,12,348312,,
08345139,13,34833301,,
08345140,12,34833303,,
08345141,12,34833305,,
08345142,12,34833305,,
08345143,12,34833309,,
08345144,12,348340,,
08345145,11,348345,,
08345146,12,348345,,
08345147,12,348345,,
08345148,11,348352,,
08345149,12,348360,,
08345150,12,348362,,
08345151,12,348362,,
08345152,12,348368,,
08345153,12,348372,,
08345154,13,348375,,
08345155,13,348447,,
08345156,11,348448,,
08345157,12,348448,,
08345158,12,348459,,
08345159,12,348468,,
08345160,12,348518,,
08345161,11,348581,,
08345162,11,348607,,
08345163,13,348607,,
08345164,11,348705,,
08345165,12,348705,,
08345166,13,348706,,
08345167,11,348715,,
08345168,13,348725,,
08345169,13,348725,,
08345170,12,348730,,
08345171,13,348730,,
08345172,12,348742,,
08345173,12,"349 12",,
08345174,13,"349 12",,
08345175,13,"349 38",,
08345176,12,"349 41",,
08345177,12,"349 43",,
08345178,12,"349 55",,
08345179,12,"349 58",,
08345180,12,"349 58",,
08345181,12,"349 58",,
08345182,12,"349 62",,
08345183,12,"349 62",,
08345184,12,"349 62",,
08345185,12,"349 62",,
08345186,12,"349 65",,
08345187,12,"349 65",,
08345188,12,"349 65",,
08345189,13,"349 86",,
08345190,12,"349 96",,
08345191,12,"349 98",,
08345192,13,349114,,
08345193,12,349122,,
08345194,12,349122,,
08345195,12,349124,,
08345196,12,349126,,
08345197,13,349129,,
08345198,13,349129,,
08345199,12,349130,,
08345200,13,349131,,
08345201,13,349135,,
08345202,12,349137,,
08345203,12,349138,,
08345204,12,349139,,
08345205,13,349139,,
08345206,12,349141,,
08345207,13,349141,,
08345208,13,349141,,
08345209,12,349146,,
08345210,12,349151,,
08345211,13,349152,,
08345212,12,349155,,
08345213,13,349156,,
08345214,12,349161,,
08345215,10,349199,,
08345216,11,"355 30",,
08345217,12,"355 30",,
08345218,12,"355 30",,
08345219,13,"355 52",,
08345220,12,"355 55",,
08345221,13,"355 55",,
08345222,12,"355 67",,
08345223,12,"355 67",,
08345224,13,"355 67",,
08345225,12,"355 70",,
08345226,12,"356 39",,
08345227,13,"356 40",,
08345228,12,"356 73",,
08345229,12,"356 731",,
08345230,12,3562371,,
08345231,12,3562372,,
08345232,12,3562372,,
08345233,13,3562374,,
08345234,12,356300,,
08345235,12,356326,,
08345236,12,356335,,
08345237,13,356338,,
08345238,12,356364,,
08345239,12,356365,,
08345240,12,356367,,
08345241,12,356369,,
08345242,12,356399,,
08345243,12,356399,,
08345244,12,356401,,
08345245,13,356401,,
08345246,12,356431,,
08345247,12,356432,,
08345248,12,356436,,
08345249,12,356436,,
08345250,12,356437,,
08345251,13,356437,,
08345252,12,356445,,
08345253,12,356445,,
08345254,12,356446,,
08345255,12,356448,,
08345256,12,356451,,
08345257,12,356479,,
08345258,12,356492,,
08345259,12,356499,,
08345260,12,356501,,
08345261,13,356511,,
08345262,13,356512,,
08345263,12,356513,,
08345264,12,356600,,
08345265,12,356601,,
08345266,12,356608,,
08345267,12,356614,,
08345268,12,356615,,
08345269,11,356635,,
08345270,12,"358  111",,
08345271,11,"358  113",,
08345272,11,"358  113",,
08345273,12,"358  113",,
08345274,13,"358  113",,
08345275,11,"358  114",,
08345276,11,"358  114",,
08345277,12,"358  114",,
08345278,12,"358  114",,
08345279,09,"358  115",,
08345280,11,"358  115",,
08345281,11,"358  115",,
08345282,12,"358  115",,
08345283,12,"358  115",,
08345284,12,"358  115",,
08345285,12,"358  115",,
08345286,12,"358  115",,
08345287,12,"358  115",,
08345288,12,"358  115",,
08345289,12,"358  115",,
08345290,12,"358  115",,
08345291,12,"358  115",,
08345292,12,"358  115",,
08345293,13,"358  115",,
08345294,11,"358  116",,
08345295,11,"358  116",,
08345296,12,"358  116",,
08345297,12,"358  116",,
08345298,12,"358  117",,
08345299,11,"358  118",,
08345300,11,"358  118",,
08345301,12,"358  118",,
08345302,12,"358  118",,
08345303,12,"358  118",,
08345304,13,"358  118",,
08345305,12,"358  12",,
08345306,12,"358  18",,
08345307,13,"358  18",,
08345308,12,"358  19",,
08345309,12,"358  19",,
08345310,11,"358  306",,
08345311,10,"358  317",,
08345312,13,"358  327",,
08345313,11,"358  328",,
08345314,12,"358  328",,
08345315,12,"358  328",,
08345316,12,"358  328",,
08345317,12,"358  328",,
08345318,11,358296,,
08345319,12,358471,,
08345320,12,358474,,
08345321,12,358474,,
08345322,12,358474,,
08345323,12,358474,,
08345324,13,358474,,
08345325,12,358475,,
08345326,12,358475,,
08345327,12,358475,,
08345328,12,358498,,
08345329,11,358504,,
08345330,12,358505,,
08345331,12,358505,,
08345332,12,358518,,
08345333,12,358521,,
08345334,12,"359 12",,
08345335,12,359107,,
08345336,12,3591981,,
08345337,12,3592192,,
08345338,11,3592221,,
08345339,12,3592241,,
08345340,12,3592241,,
08345342,13,359241,,
08345343,13,359263,,
08345344,12,359265,,
08345345,13,359273,,
08345346,13,359296,,
08345347,13,359296,,
08345348,13,3593411,,
08345349,12,359342,,
08345350,12,359364,,
08345351,13,359368,,
08345352,12,35948507,,
08345353,13,359642,,
08345354,13,359649,,
08345355,13,359718,,
08345356,12,359719,,
08345357,12,359754,,
08345358,13,359770,,
08345359,13,359791,,
08345360,13,359796,,
08345361,12,359813,,
08345362,13,359820,,
08345363,13,359824,,
08345364,12,359888,,
08345365,13,"360  8",,
08345366,12,"360 31",,
08345367,12,"360 31",,
08345368,12,"360 48",,
08345369,12,"360 51",,
08345370,13,"360 60",,
08345371,12,"360 69",,
08345372,13,"360 69",,
08345373,12,"360 75",,
08345374,10,"360 7701",,
08345375,11,"360 921",,
08345376,13,"360 9711",,
08345377,12,"360 9713",,
08345378,12,"360 9713",,
08345379,12,"360 9908",,
08345380,13,360110,,
08345381,13,36012303,,
08345382,13,36012306,,
08345383,13,36012503,,
08345384,13,36012515,,
08345385,12,3601253,,
08345386,12,3602656,,
08345387,12,3602659,,
08345388,12,360319,,
08345389,12,360322,,
08345390,12,3603242,,
08345391,12,"361 18",,
08345392,12,"361 19",,
08345393,12,"361 41",,
08345394,12,"361 56",,
08345395,13,"361 56",,
08345396,12,"361 58",,
08345397,13,"361 931",,
08345398,12,"361 939",,
08345399,12,361111,,
08345400,12,361118,,
08345401,12,361119,,
08345402,12,361143,,
08345403,12,361160,,
08345404,12,361220,,
08345405,12,361311,,
08345406,12,361504,,
08345407,13,361504,,
08345408,12,361523,,
08345409,12,361529,,
08345410,12,36167902,,
08345411,12,36167902,,
08345412,12,36167903,,
08345413,12,36167906,,
08345414,12,36167921,,
08345415,12,36167922,,
08345416,12,36167931,,
08345417,13,36167931,,
08345418,13,36167946,,
08345419,12,36167949,,
08345420,12,36167956,,
08345421,12,36167958,,
08345422,12,36167958,,
08345423,12,361699,,
08345424,12,361699,,
08345425,12,361700,,
08345426,12,361715,,
08345427,12,361715,,
08345428,12,361729,,
08345429,12,361729,,
08345430,12,361737,,
08345431,12,361749,,
08345432,12,361752,,
08345433,11,361761,,
08345434,12,361761,,
08345435,12,361762,,
08345436,11,361777,,
08345437,13,361777,,
08345438,11,361782,,
08345439,12,361788,,
08345440,12,361788,,
08345441,13,361790,,
08345442,12,361801,,
08345443,12,361802,,
08345444,12,361803,,
08345445,12,361804,,
08345446,12,361807,,
08345447,12,361810,,
08345448,12,361816,,
08345449,12,361825,,
08345450,12,"363 16",,
08345451,12,"363 17",,
08345452,13,"363 17",,
08345453,12,"363 37",,
08345454,12,"363 71",,
08345455,12,"363 71",,
08345456,12,"363 89",,
08345457,12,363132,,
08345458,13,363144,,
08345459,13,"365 63",,
08345460,13,"365 63",,
08345461,12,365145,,
08345462,11,365148,,
08345463,12,365148,,
08345464,12,365148,,
08345465,12,365148,,
08345466,12,365148,,
08345467,13,365148,,
08345468,13,365149,,
08345469,12,365154,,
08345470,13,365156,,
08345471,12,365158,,
08345472,12,365163,,
08345473,12,365171,,
08345474,12,365171,,
08345475,12,36518503,,
08345476,12,36518503,,
08345477,12,36518503,,
08345478,13,36518511,,
08345479,13,36518511,,
08345480,13,36518511,,
08345481,13,36518517,,
08345482,12,36518518,,
08345483,13,36518518,,
08345484,12,36518519,,
08345485,13,36518519,,
08345486,13,36518519,,
08345487,12,3651852,,
08345488,13,36518529,,
08345489,12,36518904,,
08345490,12,36518911,,
08345491,13,36518916,,
08345492,12,365194,,
08345493,12,365200,,
08345494,13,365200,,
08345495,12,365201,,
08345496,12,365201,,
08345497,12,365203,,
08345498,13,365205,,
08345499,13,3652101,,
08345500,12,3652257,,
08345501,13,3652257,,
08345502,12,365226,,
08345503,12,365226,,
08345504,13,365226,,
08345505,12,36523001,,
08345506,13,36523006,,
08345507,12,3652331,,
08345508,12,"367  7",,
08345509,12,"367 32",,
08345510,12,367124,,
08345511,12,367138,,
08345512,12,367181,,
08345513,12,367181,,
08345514,12,"368 47",,
08345515,13,"369 1313",,
08345516,13,"369 1324",,
08345517,13,"369 1332",,
08345518,12,"369 1333",,
08345519,12,"369 1333",,
08345520,13,"369 5319",,
08345521,12,"369 5322",,
08345522,13,"369 5911",,
08345523,13,"369 5911",,
08345524,12,"369 5922",,
08345525,13,"369 5924",,
08345526,12,369103,,
08345527,12,36911201,,
08345528,12,36911209,,
08345529,13,36911223,,
08345530,13,36911226,,
08345531,12,370204,,
08345532,12,370208,,
08345533,12,370208,,
08345534,13,370208,,
08345535,12,370210,,
08345536,12,370216,,
08345537,12,370217,,
08345538,12,370217,,
08345539,11,370218,,
08345540,12,370222,,
08345541,12,370225,,
08345542,12,370225,,
08345543,12,370228,,
08345544,11,370229,,
08345545,12,370229,,
08345546,12,370229,,
08345547,12,370229,,
08345548,12,370230,,
08345549,12,370230,,
08345550,13,370231,,
08345551,12,370232,,
08345552,11,370235,,
08345553,12,370235,,
08345555,12,370236,,
08345556,12,370237,,
08345557,11,370241,,
08345558,12,370242,,
08345559,11,370244,,
08345560,12,370249,,
08345561,11,370252,,
08345562,11,370252,,
08345563,12,370252,,
08345564,12,370252,,
08345565,12,370252,,
08345566,12,370252,,
08345567,12,370252,,
08345568,12,370252,,
08345569,12,370252,,
08345570,12,370252,,
08345571,12,370252,,
08345572,12,370252,,
08345573,12,370252,,
08345575,11,370253,,
08345576,11,370254,,
08345577,12,370254,,
08345578,12,370254,,
08345579,12,370254,,
08345580,12,370260,,
08345581,12,370261,,
08345582,12,370278,,
08345583,12,370286,,
08345584,11,370310,,
08345585,12,370310,,
08345586,12,370311,,
08345587,12,370315,,
08345588,12,370315,,
08345589,12,370315,,
08345590,12,370315,,
08345591,11,370318,,
08345592,12,370318,,
08345593,12,370328,,
08345594,12,370328,,
08345595,12,370328,,
08345596,12,370328,,
08345597,12,370328,,
08345598,12,370328,,
08345599,12,370328,,
08345600,12,370328,,
08345601,12,370328,,
08345602,12,370328,,
08345603,12,370328,,
08345604,12,370329,,
08345605,12,370329,,
08345606,12,370329,,
08345607,12,370329,,
08345608,12,370329,,
08345609,12,370329,,
08345610,12,370329,,
08345611,12,370329,,
08345612,12,370329,,
08345613,12,370329,,
08345614,12,370329,,
08345615,12,370329,,
08345616,12,370329,,
08345617,12,370329,,
08345618,12,370329,,
08345619,13,370329,,
08345620,12,370330,,
08345621,12,370330,,
08345622,12,370330,,
08345623,12,370330,,
08345624,11,370331,,
08345625,11,370331,,
08345626,11,370331,,
08345627,11,370331,,
08345628,12,370331,,
08345629,12,370331,,
08345630,12,370331,,
08345631,12,370331,,
08345632,12,370331,,
08345633,12,370331,,
08345634,12,370331,,
08345635,13,370331,,
08345636,12,370332,,
08345637,12,370332,,
08345638,12,370332,,
08345639,12,370334,,
08345640,12,370335,,
08345641,12,370336,,
08345642,13,370336,,
08345643,11,370338,,
08345644,11,370338,,
08345645,11,370338,,
08345646,11,370338,,
08345647,11,370338,,
08345648,12,370338,,
08345649,12,370338,,
08345650,12,370338,,
08345651,13,370338,,
08345652,13,370338,,
08345653,13,370338,,
08345654,12,370342,,
08345655,11,370343,,
08345656,12,370345,,
08345657,12,370349,,
08345658,12,370350,,
08345659,12,370350,,
08345660,12,370350,,
08345661,12,370350,,
08345662,11,370351,,
08345663,12,370352,,
08345664,12,370352,,
08345665,12,370352,,
08345666,12,370352,,
08345667,12,370352,,
08345668,12,370352,,
08345669,12,370352,,
08345670,12,370352,,
08345671,12,370353,,
08345672,13,370358,,
08345673,11,370366,,
08345674,11,370386,,
08345675,12,370388,,
08345676,10,370389,,
08345677,11,370389,,
08345678,11,370389,,
08345679,12,370389,,
08345680,12,370389,,
08345681,12,370389,,
08345682,12,370389,,
08345683,11,370390,,
08345684,10,370392,,
08345685,11,370392,,
08345686,11,370392,,
08345687,12,370392,,
08345688,12,370392,,
08345689,12,370394,,
08345690,12,370394,,
08345691,12,3703954,,
08345692,12,370396,,
08345693,11,370400,,
08345694,11,370401,,
08345695,12,370401,,
08345696,12,370401,,
08345697,12,370401,,
08345698,11,370402,,
08345699,12,370402,,
08345700,12,370409,,
08345701,10,370412,,
08345702,12,370419,,
08345703,12,370419,,
08345704,11,370438,,
08345705,11,370463,,
08345706,12,370464,,
08345707,12,370464,,
08345708,10,370465,,
08345709,10,370466,,
08345710,11,370466,,
08345711,12,370466,,
08345712,13,370466,,
08345713,11,370476,,
08345714,12,370511,,
08345715,12,370519,,
08345716,11,370537,,
08345717,12,"372  3",,
08345718,12,"372 25",,
08345719,13,"372 32",,
08345720,12,"372 35",,
08345721,12,"372 3802",,
08345722,13,"372 3802",,
08345723,13,"372 58",,
08345724,12,"372 99",,
08345725,12,375130,,
08345726,10,375132,,
08345727,12,375146,,
08345728,12,375146,,
08345729,12,375146,,
08345730,12,375148,,
08345731,12,375150,,
08345732,11,375219,,
08345733,11,375220,,
08345734,12,375224,,
08345735,12,375224,,
08345736,12,375225,,
08345737,12,375227,,
08345738,12,375229,,
08345739,11,375240,,
08345740,11,375240,,
08345741,11,37524001,,
08345742,12,37524001,,
08345743,11,37524002,,
08345744,12,37524002,,
08345745,12,37524003,,
08345746,12,37524003,,
08345748,13,37524003,,
08345749,12,37524008,,
08345750,12,37524008,,
08345751,12,37524008,,
08345752,11,3752401,,
08345753,11,3752401,,
08345754,10,37524012,,
08345755,12,37524012,,
08345756,11,37524015,,
08345757,11,37524015,,
08345758,12,37524015,,
08345759,11,37524016,,
08345760,11,37524016,,
08345761,11,37524016,,
08345762,11,37524016,,
08345763,12,37524016,,
08345764,12,37524016,,
08345765,12,37524016,,
08345766,12,37524021,,
08345767,12,37524023,,
08345768,11,37524024,,
08345769,11,37524024,,
08345770,11,37524024,,
08345771,11,37524025,,
08345772,11,37524025,,
08345773,11,37524025,,
08345774,12,37524025,,
08345775,12,37524025,,
08345776,12,37524027,,
08345777,11,37524029,,
08345778,11,375257,,
08345779,12,375258,,
08345780,12,375260,,
08345781,12,375260,,
08345782,12,375260,,
08345783,13,375260,,
08345784,12,375262,,
08345785,11,375267,,
08345786,12,375267,,
08345787,12,375267,,
08345788,12,375267,,
08345789,12,375267,,
08345790,13,375267,,
08345791,12,375295,,
08345792,12,375295,,
08345793,12,375296,,
08345794,12,375296,,
08345795,13,375296,,
08345796,12,375297,,
08345797,12,375299,,
08345798,12,375316,,
08345799,12,375316,,
08345800,12,375316,,
08345801,11,375324,,
08345802,11,375324,,
08345803,12,375324,,
08345804,11,375343,,
08345805,12,375346,,
08345806,12,375347,,
08345807,12,375347,,
08345808,12,375348,,
08345809,11,375350,,
08345810,12,375350,,
08345811,12,375365,,
08345812,12,376170,,
08345813,12,376272,,
08345814,12,376372,,
08345815,12,376438,,
08345816,13,"377 26",,
08345817,12,"378 10",,
08345818,12,"378 21",,
08345819,12,"378 57",,
08345820,12,"378 62",,
08345821,12,"378 69",,
08345822,12,"378 85",,
08345823,12,"378 95",,
08345824,12,378119,,
08345825,12,"379  101",,
08345826,12,"379 47",,
08345827,12,"379 48",,
08345828,12,"379 68",,
08345829,12,"379 8802",,
08345830,12,"379 8804",,
08345831,11,"379 8808",,
08345832,12,"379 8811",,
08345833,12,"379 8812",,
08345834,11,"379 8822",,
08345835,13,"379 8823",,
08345836,12,"379 9301",,
08345837,12,"379 9302",,
08345838,11,"379 9309",,
08345839,12,"379 9323",,
08345840,12,37911202,,
08345841,11,37911428,,
08345842,12,37911501,,
