patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08347072,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347073,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347074,,02,"The Boeing Company",Chicago,IL,US,,1
08347075,,02,"Verizon Laboratories Inc.",Waltham,MA,US,,1
08347076,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08347077,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347078,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347079,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08347080,,03,"Research In Motion Limited",Waterloo,,CA,,1
08347081,,02,"Silicon Image, Inc.",Sunnyvale,CA,US,,1
08347082,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347083,,02,"Google Inc.","Mountain View",CA,US,,1
08347084,,03,Thales,"Neuilly sur Seine",,FR,,1
08347085,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347086,,02,"Citibank, N.A.","New York",NY,US,,1
08347087,,02,"Adobe Systems Incorporated","San Jose",CA,US,,1
08347088,,02,"Newsilike Media Group, Inc",Lincoln,MA,US,,1
08347089,,02,"Research In Motion (TX office)",Irving,TX,US,,1
08347090,,03,"Nokia Corporation",Espoo,,FI,,1
08347091,,03,"Panasonic Corporation",Osaka,,JP,,1
08347093,,02,"Google Inc.","Mountain View",CA,US,,1
08347094,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347095,,02,"Message Level, LLC",Richmond,VA,US,,1
08347096,,02,"Vasco Data Security, Inc.","Oakbrook Terrace",IL,US,,1
08347097,,03,"Silverbrook Research Pty Ltd","Balmain, New South Wales",,AU,,1
08347098,,02,"Apple Inc.",Cupertino,CA,US,,1
08347099,,03,"Panasonic Corporation",Osaka,,JP,,1
08347100,,02,"F5 Networks, Inc.",Seattle,WA,US,,1
08347101,,03,"Lockstep Consulting Pty Ltd.","New South Wales",,AU,,1
08347102,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347103,,02,"NIC, Inc.",Olathe,KS,US,,1
08347104,,03,"Research In Motion Limited","Waterloo, Ontario",,CA,,1
08347105,,03,"Gemalto SA",Meudon,,FR,,1
08347106,,03,"NDS Limited","Staines, Middlesex",,GB,,1
08347107,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08347108,,03,"Satyam Computer Services Limited of Mayfair Centre",Secunderabad,,IN,,1
08347109,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08347110,,03,Morpho,Paris,,FR,,1
08347111,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347112,,02,"Texas Instruments Incorporated",Dallas,TX,US,,1
08347113,,03,"Chi Mei Communication Systems, Inc.","New Taipei",,TW,,1
08347114,,03,"Nagravision S.A.",Cheseaux-sur-Lausanne,,CH,,1
08347115,,02,"Nvidia Corporation","Santa Clara",CA,US,,1
08347116,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08347117,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347118,,02,"NVIDIA Corporation","Santa Clara",CA,US,,1
08347119,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347120,,02,"IXYS Corporation",Milpitas,CA,US,,1
08347121,,02,"Broadcom Corporation",Irvine,CA,US,,1
08347122,,03,"Sony Corporation",Tokyo,,JP,,1
08347123,,02,"LSI Corporation",Milpitas,CA,US,,1
08347124,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347125,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347126,,03,"Quanta Computer Inc.","Tao Yuan Shien",,TW,,1
08347127,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347128,,03,"Panasonic Corporation",Osaka,,JP,,1
08347129,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08347130,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08347131,,03,"ARM Limited",Cambridge,,GB,,1
08347132,,03,"Taiwan Semiconductor Manufacturing Company, Ltd.",Hsin-Chu,,TW,,1
08347133,,03,"ASUSTeK Computer Inc.",Taipei,,TW,,1
08347134,,03,"NEC Corporation",Tokyo,,JP,,1
08347135,,02,"Verizon Patent and Licensing Inc.","Basking Ridge",NJ,US,,1
08347136,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08347137,,03,"Acronis International GmbH",Schaffhausen,,CH,,1
08347138,,02,"STEC, Inc.","Santa Ana",CA,US,,1
08347139,,03,"NEC Corporation",Tokyo,,JP,,1
08347140,,02,"Open Invention Network LLC",Durham,NC,US,,1
08347141,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347142,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347143,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347144,,02,"Scientific Monitoring Inc.",Scottsdale,AZ,US,,1
08347145,,02,"Northrop Grumman Systems Corporation","Falls Church",VA,US,,1
08347146,,03,"BAE Systems PLC",London,,GB,,1
08347147,,03,"Wipro Limited","Bangalore, Karnataka",,IN,,1
08347148,,02,"Quest Software, Inc.","Aliso Viejo",CA,US,,1
08347149,,02,"Cardiac Pacemakers, Inc.","St. Paul",MN,US,,1
08347150,,03,"Continental Teves AG & Co., oHG",,,DE,,1
08347151,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347152,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347153,,02,"Teledyne LeCroy, Inc.","Thousand Oaks",CA,US,,1
08347154,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347155,,02,"LSI Corporation",Milpitas,CA,US,,1
08347156,,03,"Advantest (Singapore) PTE LTD",Singapore,,SG,,1
08347157,,02,"Texas Instruments Incorporated",Dallas,TX,US,,1
08347158,,03,"Infineon Technologies AG",Neubiberg,,DE,,1
08347159,,02,"Mentor Graphics Corporation",Wilsonville,OR,US,,1
08347160,,03,"Rohm Co., Ltd.",Kyoto,,JP,,1
08347161,,03,"Electronics And Telecommunications Research Institute",Daejeon,,KR,,1
08347162,,02,"NEC Laboratories America, Inc.",Princeton,NJ,US,,1
08347163,,03,"Industrial Technology Research Institute",Hsinchu,,TW,,1
08347164,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347165,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08347166,,03,"ZTE Corporation",Shenzhen,,CN,,1
08347167,,02,"LSI Corporation",Milpitas,CA,US,,1
08347168,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347168,,03,"Institut Telecom/ TELECOM Bretagne","Brest Cedex",,FR,,2
08347169,,02,"Applied Micro Circuits Corporation",Sunnyvale,CA,US,,1
08347170,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347171,,03,"Samsung Electronics Co., Ltd.","Suwon-Si, Gyeonggi-Do",,KR,,1
08347172,,03,"Electronics and Telecommunications Research Institute",Daejon,,KR,,1
08347172,,03,"Industry-Academic Cooperation Foundation, Yonsei University",Seoul,,KR,,2
08347173,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347173,,03,GET/ENST-Bretagne,"Brest Cedex",,FR,,2
08347174,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347175,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08347176,,02,"Cray Inc.",Seattle,WA,US,,1
08347177,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347178,,03,"Huawei Technologies Co., Ltd.",Shenzhen,,CN,,1
08347179,,03,"Renesas Electronics Corporation","Kawasaki-shi, Kanagawa",,JP,,1
08347180,,03,"VIA Technologies, Inc.","Hsin-Tien, Taipei",,TW,,1
08347182,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347183,,03,"Samsung Electronics Co., Ltd.","Suwon-Si, Gyeonggi-Do",,KR,,1
08347184,,03,"Beijing Z & W Technology Consulting Co. Ltd.",Beijing,,CN,,1
08347185,,03,"Macronix International Co., Ltd.",Hsinchu,,TW,,1
08347186,,03,"Polaran Yazilim Bilisim Danismanlik Ithalat Ihracat Sanayi Ticaret Limited Sirketi",,,TR,,1
08347187,,03,"Marvell World Trade Ltd.","St. Michael",,BB,,1
08347188,,03,"Spreadtrum Communication (Shanghai) Co. Ltd.",Shanghai,,CN,,1
08347189,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347190,,03,"Rohde & Schwarz GmbH & Co. KG",Munich,,DE,,1
08347191,,03,"Mostlytek Ltd",Modi'In,,IL,,1
08347192,,02,"Altera Corporation","San Jose",CA,US,,1
08347193,,02,"Link—A—Media Devices Corporation","Santa Clara",CA,US,,1
08347194,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08347195,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08347196,,03,"Telefonaktiebolaget L M Ericsson (Publ)",Stockholm,,SE,,1
08347197,,03,"Brother Kogyo Kabushiki Kaisha",Nagoya,,JP,,1
08347198,,03,"Hynix Semiconductor Inc.",,,KR,,1
08347199,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347200,,02,"Stec, Inc.","Santa Ana",CA,US,,1
08347201,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08347202,,02,"Google Inc.","Mountain View",CA,US,,1
08347203,,02,"Verizon Data Services LLC","Temple Terrace",FL,US,,1
08347204,,05,,Thornhill,,CA,,1
08347205,,02,"Integrated Software, LLC","Englewood Cliffs",NJ,US,,1
08347206,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347207,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347208,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347209,,03,"Kathenas Co., Ltd.",Tokyo,,JP,,1
08347209,,03,"NTT Data Institute of Data Management Consulting, Inc.",Tokyo,,JP,,2
08347210,,02,"Apple Inc.",Cupertino,CA,US,,1
08347211,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08347212,,02,"LifeReel, Inc.","New Canaan",CT,US,,1
08347213,,02,"Animoto, Inc.","New York",NY,US,,1
08347214,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347215,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347216,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347217,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347218,,02,"The PNC Financial Services Group, Inc.",Pittsburgh,PA,US,,1
08347219,,02,"EMC Corporation",Hopkinton,MA,US,,1
08347220,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08347221,,03,"Research In Motion Limited",Waterloo,,CA,,1
08347222,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347223,,03,"NEC Corporation",Tokyo,,JP,,1
08347224,,03,"Sony Corporation",Tokyo,,JP,,1
08347225,,02,"Yahoo! Inc.",Sunnyvale,CA,US,,1
08347226,,03,"Siemens Aktiengesellschaft",München,,DE,,1
08347227,,02,"Invensys Systems, Inc.",Foxboro,MA,US,,1
08347228,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08347229,,03,"SAMSUNG Electronics Co., Ltd.",Suwon-si,,KR,,1
08347230,,02,"Apple Inc.",Cupertino,CA,US,,1
08347231,,02,"AT&T Intellectual Property I, L.P.",Reno,NV,US,,1
08347232,,02,"Lexcycle, Inc",Portland,OR,US,,1
08347233,,02,"Rockwell Automation Technologies, Inc.","Mayfield Heights",OH,US,,1
08347234,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08347235,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347236,,02,"Emergent Systems Corporation",Dearborn,MI,US,,1
08347237,,02,"Palo Alto Research Center Incorporated","Palo Alto",CA,US,,1
08347238,,02,"Apple Inc.",Cupertino,CA,US,,1
08347239,,02,"Synopsys, Inc.","Mountain View",CA,US,,1
08347240,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347241,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08347242,,02,"The Boeing Company",Chicago,IL,US,,1
08347243,,03,"Universiteit Gent",Ghent,,BE,,1
08347244,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347245,,02,"The MathWorks, Inc.",Natick,MA,US,,1
08347246,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347247,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347248,,02,"Cadence Design Systems, Inc.","San Jose",CA,US,,1
08347249,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347250,,02,"Advanced Micro Devices, Inc.",Sunnyvale,CA,US,,1
08347251,,02,"SanDisk Corporation",Milpitas,CA,US,,1
08347252,,02,"Synopsys, Inc.","Mountain View",CA,US,,1
08347253,,03,"Fujitsu Semiconductor Limited",Yokohama,,JP,,1
08347254,,02,"Unity Semiconductor Corporation",Sunnyvale,CA,US,,1
08347255,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347256,,03,"Ricoh Company, Limited",Tokyo,,JP,,1
08347257,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347258,,03,"STMicroelectronics (Grenoble 2) SAS",Grenoble,,FR,,1
08347258,,03,"STMicroelectronics (R&D) Ltd.","Marlow, Buckinghamshire",,GB,,2
08347259,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347260,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347261,,02,"Cadence Design Systems, Inc.","San Jose",CA,US,,1
08347262,,03,"Semiconductor Insights Inc.",,,CA,,1
08347263,,02,"VMware, Inc.","Palo Alto",CA,US,,1
08347264,,03,"ICS Triplex Isagraf Inc.","Brossard, Quebec",,CA,,1
08347265,,02,"Network Appliance, Inc.",Sunnyvale,CA,US,,1
08347266,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347267,,02,"SmarteSoft, Inc.",Austin,TX,US,,1
08347268,,03,"Infosys Limited",Bangalore,,IN,,1
08347269,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347270,,02,"Sandia Corporation",Albuquerque,NM,US,,1
08347271,,02,"EMC Corporation",Hopkinton,MA,US,,1
08347272,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347273,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347274,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08347275,,02,"STMicroelectronics, Inc.",Coppell,TX,US,,1
08347277,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347278,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347279,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347280,,02,"Bally Gaming, Inc.","Las Vegas",NV,US,,1
08347281,,02,"The DIRECTV Group, Inc.","El Segundo",CA,US,,1
08347282,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347283,,03,"ABB Research Ltd.",Zurich,,CH,,1
08347284,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347285,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347286,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347287,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347288,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08347289,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347290,,02,"Novell, Inc.",Provo,UT,US,,1
08347291,,03,"SAP AG",Walldorf,,DE,,1
08347292,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347293,,02,"Network Appliance, Inc.",Sunnyvale,CA,US,,1
08347294,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08347295,,02,"EMC Corporation",Hopkinton,MA,US,,1
08347296,,03,"Panasonic Corporation",Osaka,,JP,,1
08347297,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347298,,03,"Japan Aerospace Exploration Agency",Tokyo,,JP,,1
08347299,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347300,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347301,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347302,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08347303,,02,"Bally Gaming, Inc.","Las Vegas",NV,US,,1
08347304,,02,"LSI Corporation",Milpitas,CA,US,,1
08347305,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347306,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347307,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347308,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347309,,02,"Oracle America, Inc.","Redwood City",CA,US,,1
08347310,,02,"NVIDIA Corporation","Santa Clara",CA,US,,1
08347311,,03,"Samsung Electronics Co., Ltd",,,KR,,1
08347312,,03,"XMOS Limited",London,,GB,,1
08347313,,02,"Resilient Networks, Inc.","San Francisco",CA,US,,1
08347314,,03,"SK Planet Co., Ltd.",Seoul,,KR,,1
08347315,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08347316,,02,"Apple Inc.",Cupertino,CA,US,,1
08347317,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08347318,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08347319,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347320,,03,"Fujitsu Limited",Kawasaki-shi,,JP,,1
08347321,,02,"EMC Corporation",Hopkinton,MA,US,,1
08347322,,02,"Zynga Inc.","San Francisco",CA,US,,1
08347323,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347324,,03,"JVC Kenwood Corporation",Yokohama-shi,,JP,,1
08347325,,02,"Vizio, Inc.",Irvine,CA,US,,1
08347326,,02,"The Nielsen Company (US)",Schaumburg,IL,US,,1
08347327,,02,"Verizon Patent and Licensing, Inc.","Basking Ridge",NJ,US,,1
08347328,,02,"The DIRECTV Group, Inc.","El Segundo",CA,US,,1
08347329,,03,"Sony Corporation",Tokyo,,JP,,1
08347330,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347331,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08347332,,03,"Sony Corporation",Tokyo,,JP,,1
08347333,,02,"The DIRECTV Group, Inc.","El Segundo",CA,US,,1
08347334,,02,"AT&T Intellectual Property I, LP",Atlanta,GA,US,,1
08347335,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347336,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347337,,02,"TiVo Inc.",Alviso,CA,US,,1
08347338,,03,"Thomson Licensing S.A.",Boulogne-Billancourt,,FR,,1
08347339,,02,"Coherent Logix, Incorporated",Austin,TX,US,,1
08347340,,02,"Livetv, LLC",Melbourne,FL,US,,1
08347341,,02,"Time Warner Cable Inc.","New York",NY,US,,1
08347342,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347343,,03,"LG Electronics Inc.",Seoul,,KR,,1
08347344,,02,"VMware, Inc.","Palo Alto",CA,US,,1
08347345,,02,"Cox Communications, Inc.",Atlanta,GA,US,,1
08347346,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347347,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347348,,03,"Lenovo (Singapore) Pte. Ltd.","Tech Park",,SG,,1
08347349,,02,"Google Inc.","Mountain View",CA,US,,1
08347350,,02,"InfoExpress, Inc.","Mountain View",CA,US,,1
08347351,,02,"InfoExpress, Inc.","Mountain View",CA,US,,1
08347352,,03,"Mediamind Technologies Ltd.",Herzliya,,IL,,1
08347353,,02,"Sprint Communications Company L.P.","Overland Park",,unknown,,1
08347354,,03,"Research In Motion Limited","Waterloo, Ontario",,CA,,1
08347355,,02,"Aerohive Networks, Inc.",Sunnyvale,CA,US,,1
08347356,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347357,,02,"Broadcom Corporation",Irvine,CA,US,,1
08347358,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347360,,02,"Verizon Patent and Licensing Inc.","Basking Ridge",NJ,US,,1
08347361,,03,"MOSAID Technologies Incorporated",Ottawa,,CA,,1
08347362,,03,"Alcatel Lucent",Paris,,FR,,1
08347363,,03,"Panasonic Corporation",Osaka,,JP,,1
08347364,,02,"Aurora Financial Systems, Inc.",Purchase,NY,US,,1
08347365,,02,"Cardiac Pacemakers, Inc.","St. Paul",MN,US,,1
08347366,,02,"Koamtac, Inc.",Princeton,NJ,US,,1
08347367,,02,"Harris Technology, LLC","Racho Santa Fe",CA,US,,1
08347368,,03,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",Tokyo,,JP,,1
08347369,,03,"Chi Mei Communication Systems, Inc.","New Taipei",,TW,,1
08347370,,02,"Veritrix, Inc.","Palo Alto",CA,US,,1
08347371,,02,"Google Inc.","Mountain View",CA,US,,1
08347372,,03,"Guardtime IP Holdings Limited",,,VG,,1
08347373,,02,"Fortinet, Inc.",Sunnyvale,CA,US,,1
08347374,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08347375,,02,"Enterasys Networks, Inc.",Andover,MA,US,,1
08347376,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347377,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347378,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347379,,03,"Oki Data Corporation",Tokyo,,JP,,1
08347380,,02,"Symantec Corporation","Mountain View",CA,US,,1
08347381,,02,"Symantec Corporation","Mountain View",CA,US,,1
08347382,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347383,,03,"Nippon Telegraph and Telephone Corporation",Tokyo,,JP,,1
08347384,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347385,,02,"Fortinet, Inc.",Sunnyvale,CA,US,,1
08347386,,02,"Lookout, Inc.","San Francisco",CA,US,,1
08347388,,02,"EMC Corporation",Hopkinton,MA,US,,1
08347389,,03,"Quick Heal Technologies (P) Ltd.","Pune, Maharashtra",,IN,,1
08347390,,03,"Research In Motion Limited",Waterloo,,CA,,1
08347391,,02,"TrustPipe LLC",Healdsburg,CA,US,,1
08347392,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347393,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347394,,03,"Trend Micro, Inc.",Tokyo,,JP,,1
08347395,,03,"Siemens Aktiengesellschaft",Munich,,DE,,1
08347396,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347397,,03,"Thomson Licensing",Issy-les-Moulineaux,,FR,,1
08347398,,02,"SavvyStuff Property Trust",Centerville,MA,US,,1
08347399,,02,"Elwha LLC",Bellevue,WA,US,,1
08347400,,02,"Xerox Corporation",Norwalk,CT,US,,1
08347401,,02,"McAfee, Inc.","Santa Clara",CA,US,,1
08347402,,02,"Apollo Enterprise Solutions, Inc.","Long Beach",CA,US,,1
08347403,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347404,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08347405,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347406,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08347407,,03,"NEC Corporation",Tokyo,,JP,,1
08347408,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08347409,,02,"Massachusetts Institute of Technology",Cambridge,MA,US,,1
