patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08341776,,02,"Continuum Footspas, LLC","New Berlin",WI,US,,1
08341777,,02,"Hill-Rom Services, Inc.",Batesville,IN,US,,1
08341778,,02,"Hill-Rom Services, Inc.",Batesville,IN,US,,1
08341779,,02,"Hill-Rom Services, Inc.",Batesville,IN,US,,1
08341782,,03,"TWM Productions Ltd.",Glasgow,,GB,,1
08341784,,02,"Kingsdown, Inc.",Mebane,NC,US,,1
08341785,,02,"Go Mama Go Designs LLC","San Antonio",TX,US,,1
08341786,,02,"Kingsdown, Inc.",Mebane,NC,US,,1
08341787,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08341788,,03,"Daewoo E&C Co., Ltd.",Seoul,,KR,,1
08341789,,03,"Maytronics Ltd.","Kibbutz Yizrael",,IL,,1
08341790,,03,"Koninklijke Philips Electronics N.V.",Eindhoven,,NL,,1
08341791,,03,"Omron Healthcare Co., Ltd.",Kyoto,,JP,,1
08341792,,03,"Trisa Holding AG",Triengen,,CH,,1
08341795,,02,"Butler Home Products LLC",Marlborough,MA,US,,1
08341798,,02,"The Wooster Brush Company",Wooster,OH,US,,1
08341799,,02,"Federal-Mogul Corporation",Southfield,MI,US,,1
08341800,,02,"BAE Systems Land & Armaments L. P.","Santa Clara",CA,US,,1
08341801,,03,"Federal-Mogul S.A.",Aubange,,BE,,1
08341802,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08341803,,03,"Techtronic Outdoor Products Technology Limited",Hamilton,,BM,,1
08341804,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08341805,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08341805,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08341806,,02,"Werner Co.",Greenville,PA,US,,1
08341807,,03,"Groz-Beckert KG",Albstadt,,DE,,1
08341809,,02,"Under Armour, Inc.",Baltimore,MD,US,,1
08341810,,02,"RayoMar Enterprises, Inc.","Sterling Heights",MI,US,,1
08341811,,03,"Sunwon Valve Co., Ltd.",Busan,,KR,,1
08341813,,02,"Spirit AeroSystems, Inc.",Wichita,KS,US,,1
08341814,,03,"Nihon Dempa Kogyo Co., Ltd.",Tokyo,,JP,,1
08341815,,03,"Murata Manufacturing Co., Ltd.",Kyoto,,JP,,1
08341817,,03,"Trans-Chief Co., Ltd.","Hemei Township, Changhua County",,TW,,1
08341819,,03,"Tokyo Electron Limited",,,JP,,1
08341821,,02,"SafeRack, LLC",Andrews,SC,US,,1
08341822,,02,"Hubbell Incorporated",Shelton,CT,US,,1
08341823,,06,"The United States of America as represented by the Secretary of the Navy",Washington,DC,US,,1
08341824,,03,"DENSO CORPORATION",Kariya,,JP,,1
08341825,,03,"TDK Corporation",Tokyo,,JP,,1
08341826,,02,"Western Digital (Fremont), LLC",Fremont,CA,US,,1
08341827,,03,"Assembleon B.V.",,,NL,,1
08341828,,02,"National Semiconductor Corporation","Santa Clara",CA,US,,1
08341829,,02,"AFL Telecommunications LLC",Franklin,TN,US,,1
08341830,,03,"Caswell Inc.","New Taipei",,TW,,1
08341831,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08341831,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08341832,,02,"Apple Inc.",Cupertino,CA,US,,1
08341833,,03,"Alps Electric Co., Ltd.",Tokyo,,JP,,1
08341834,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08341835,,02,"Amkor Technology, Inc.",Chandler,AZ,US,,1
08341836,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08341838,,02,"Andrew LLC",Hickory,NC,US,,1
08341839,,03,"Yazaki Corporation",Tokyo,,JP,,1
08341840,,03,"Mitsubishi Heavy Industries, Ltd.",Tokyo,,JP,,1
08341841,,03,"MTU Aero Engines GmbH",Munich,,DE,,1
08341842,,03,"Fu Zhun Precision Industry (Shen Zhen) Co., Ltd.","Shenzhen, Guangdong Province",,CN,,1
08341842,,03,"Foxconn Technology Co., Ltd.","Tu-Cheng, New Taipei",,TW,,2
08341843,,03,"NSK Ltd.",Tokyo,,JP,,1
08341844,,03,"NSK Ltd.",Tokyo,,JP,,1
08341845,,03,"Koninklijke Philips Electronics N.V.",Eindhoven,,NL,,1
08341847,,03,"Starting Industrial Co., Ltd.",Tokyo,,JP,,1
08341848,,02,"Hunter Engineering Company",Bridgeton,MO,US,,1
08341849,,03,"Raytheon Anschuetz GmbH",Kiel,,DE,,1
08341852,,03,"Dr. Johannes Heidenhain GmbH",Traunreut,,DE,,1
08341853,,03,"Dyson Technology Limited",Malmesbury,,GB,,1
08341854,,03,"Ulvac, Inc.",Chigasaki-shi,,JP,,1
08341855,,02,"Skechers U.S.A., Inc. II","Manhattan Beach",CA,US,,1
08341856,,02,"Superfeet Worldwide, Inc.",Ferndale,WA,US,,1
08341857,,02,"NIKE, Inc.",Beaverton,OR,US,,1
08341858,,02,"Americhip, Inc.","Los Angeles",CA,US,,1
08341860,,03,"Frangible Safety Posts Limited",Leicestershire,,GB,,1
08341863,,03,"Steyr Mannlicher Holding GmbH",Kleinraming,,AT,,1
08341864,,02,"Grip Pod Systems International, LLC",Asheville,NC,US,,1
08341865,,02,"Grip Pod Systems International, LLC",Asheville,NC,US,,1
08341866,,02,"Grip Pod Systems International, LLC",Asheville,NC,US,,1
08341870,,04,,"Taylor Falls",MN,US,,1
08341872,,04,,Antioch,TN,US,,1
08341873,,02,"APeG Co., Inc.",Brooklyn,NY,US,,1
08341874,,02,"Gardner Manufacturing Co., Inc.",Horicon,WI,US,,1
08341876,,03,"Monsanto Holland B.V.",Enkuizen,,NL,,1
08341877,,02,"Heliae Development, LLC",Gilbert,AZ,US,,1
08341878,,02,"Zip-It Tree Ties",Roseville,CA,US,,1
08341880,,03,"CropDesign N.V.",Zwijnaarde,,BE,,1
08341881,,02,"Aquasmart Enterprises, LLC",Lubbock,TX,US,,1
08341882,,02,"Wanda M. Weder & William F. Straeter",Highland,IL,US,,1
08341883,,02,"Wanda M. Weder & William F. Straeter",Highland,IL,US,,1
08341884,,03,"Quizcamp-Fabrico e Comércio de Produtos Alimentares, S.A.",Lisboa,,PT,,1
08341885,,03,"Dynaco Europe",Moorsel,,BE,,1
08341886,,02,"Munchkin, Inc.","North Hills",CA,US,,1
08341887,,02,"Global Precision Products LLC",Temecula,CA,US,,1
08341888,,02,"Turnstyle Intellectual Property, LLC",Georgetown,SC,US,,1
08341889,,02,"Hy-Security Gate, Inc.",Kent,WA,US,,1
08341890,,02,"Inteva Products, LLC",Troy,MI,US,,1
08341892,,03,"Corradi S.p.A.",Bologna,,IT,,1
08341893,,05,,Taipei,,TW,,1
08341893,,04,,"Coral Springs",FL,US,,2
08341893,,05,,Taipei,,TW,,3
08341894,,03,"Universidad Politecnica de Madrid",Madrid,,ES,,1
08341895,,03,"Solon SE",Berlin,,DE,,1
08341896,,02,"SnapSports Company","Salt Lake City",UT,US,,1
08341897,,02,"ADCO Products, Inc.","Michigan Center",MI,US,,1
08341898,,02,"Grand Log Homes LLC",Cohasset,MN,US,,1
08341900,,03,"Arcelormittal-Stainless and Nickel Alloys","Saint Denis",,FR,,1
08341900,,03,Solarte,"Ria Sirach",,FR,,2
08341901,,02,"Stephen N. Loyd Irrovocable Family Trust",Dallas,TX,US,,1
08341903,,03,"Hawa AG",Mettmenstetten,,CH,,1
08341906,,03,"Mitsubishi Heavy Industries, Ltd.",Tokyo,,JP,,1
08341908,,02,"Emseal Joint Systems Ltd.",Westborough,MA,US,,1
08341909,,03,"Herm. Friedr. Kuenne GmbH & Co.",Luedenscheid,,DE,,1
08341913,,03,"Rockwool International A/S",Hedehusene,,DK,,1
08341914,,03,"Valinge Innovation AB",Viken,,SE,,1
08341915,,03,"Valinge Innovation AB",Viken,,SE,,1
08341916,,03,"Pergo (Europe) AB",Trelleborg,,SE,,1
08341917,,02,"Garland Industries, Inc.",Cleveland,OH,US,,1
08341919,,02,"Masonite Corporation",Tampa,FL,US,,1
08341920,,03,"Everlast Doors Industries, SA","Monte Cristi",,DO,,1
08341921,,02,1455454,Mississauga,CA,US,,1
08341922,,03,"CO.RI.M.A. S.r.l.","Monteriggioni (Siena)",,IT,,1
08341923,,02,"Hunter Douglas Inc.","Pearl River",NY,US,,1
08341924,,03,"Tetra Laval Holdings & Finance S.A.",Pully,,CH,,1
08341925,,03,"Tetra Laval Holdings & Finance S.A.",Pully,,CH,,1
08341926,,03,"CLAAS Selbstfahrende Erntemaschinen GmbH",Harsewinkel,,DE,,1
08341927,,03,"MacDon Industries Ltd","Winnipeg, MB",,CA,,1
08341928,,02,"AGCO Corporation",Duluth,GA,US,,1
08341929,,02,"AGCO Corporation",Duluth,GA,US,,1
08341930,,02,"Samson Rope Technologies",Ferndale,WA,US,,1
08341931,,03,"Tsubakimoto Chain Co.",Osaka,,JP,,1
08341932,,02,"General Electric Company",Niskayuna,NY,US,,1
08341933,,02,"XCOR Aerospace",Mojave,CA,US,,1
08341934,,02,"Sikorsky Aircraft Corporation",Stratford,CT,US,,1
08341935,,02,"The Boeing Company",Chicago,IL,US,,1
08341936,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08341937,,03,"Nissan Motor Co., Ltd.","Yokohama-shi, Kanagawa",,JP,,1
08341938,,03,"Umicore AG & Co. KG",Hanau-Wolfgang,,DE,,1
08341939,,03,"Hyundai Motor Company",Seoul,,KR,,1
08341939,,03,"Kia Motors Corporation",Seoul,,KR,,2
08341940,,03,"Denso Corporation",Kariya,,JP,,1
08341940,,03,"Nippon Soken, Inc.",Nishio,,JP,,2
08341941,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08341942,,03,"EMITEC Gesellschaft fuer Emissionstechnologie mbH",Lohmar,,DJ,,1
08341943,,03,"Isuzu Motors Limited",Tokyo,,JP,,1
08341944,,03,"MAN Nutzfahzeuge AG",Munich,,DE,,1
08341945,,,,,,,,1
08341946,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08341947,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08341948,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08341949,,02,"Caterpillar Inc.",Peoria,IL,US,,1
08341950,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08341951,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08341952,,03,"Friedrich Boysen GmbH & Co. KG",Altensteig,,DE,,1
08341953,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08341954,,03,"Voith Patent GmbH",Heidenheim,,DE,,1
08341956,,03,"Nabtesco Corporation",Tokyo,,JP,,1
08341960,,02,"Ormat Technologies, Inc.",Reno,NV,US,,1
08341961,,02,"Kenergy Scientific, Inc.",Flemington,NJ,US,,1
08341962,,02,"General Electric Company",Schenectady,NY,US,,1
08341963,,03,"LFK-Lenkflugkoerpersysteme GmbH",Schrobenhausen,,DE,,1
08341964,,02,"General Electric Company",Niskayuna,NY,US,,1
08341965,,02,"Raytheon Company",Waltham,MA,US,,1
08341966,,03,"Rittal GmbH & Co. KG",Herborn,,DE,,1
08341967,,03,"Golden Sun News Techniques Co., Ltd.","New Taipei",,TW,,1
08341967,,03,"Cpumate Inc.","New Taipei",,TW,,2
08341968,,02,"Manitowoc Foodservice Companies, LLC",Manitowoc,WI,US,,1
08341969,,03,"Lianliyuan Technology Co., Ltd",Beijing,,CN,,1
08341970,,03,"SANYO Electric Co., Ltd.",Moriguchi-Shi,,JP,,1
08341971,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota,,JP,,1
08341972,,03,"LG Electronics Inc.",Seoul,,KR,,1
08341974,,03,"LG Electronics Inc.",Seoul,,KR,,1
08341975,,02,"Natural Choice Corporation",Rockford,IL,US,,1
08341976,,02,"Corning Incorporated",Corning,NY,US,,1
08341977,,03,"Bottero S.p.A.",Cuneo,,IT,,1
08341978,,02,"OCV Intellectual Capital, LLC",Toledo,OH,US,,1
08341979,,03,"Fujikura Ltd.",Tokyo,,JP,,1
08341980,,02,"Stoneferry Technology, LLC",Atlanta,GA,US,,1
08341980,,03,"Sinoma Science & Technology Ltd.","Nanjing, Jiangsu",,CN,,2
08341981,,03,"LG Electronics Inc.",Seoul,,KR,,1
08341982,,03,"LG Electronics Inc.",Seoul,,KR,,1
08341983,,03,"LG Electronics Inc.",Seoul,,KR,,1
08341984,,02,"WesternGeco L.L.C.",Houston,TX,US,,1
08341985,,02,"Checkpoint Systems, Inc.",Thorofare,NJ,US,,1
08341986,,03,"Keiden Security Kikihanbai Kabushiki Kaisha",Tokyo,,JP,,1
08341987,,02,"InVue Security Products Inc.",Charlotte,NC,US,,1
08341989,,02,"M.C.M. Technologies",Providence,RI,US,,1
08341990,,03,"TRUMPF Werkzeugmaschinen GmbH + Co. KG",Ditzingen,,DE,,1
08341992,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08341993,,03,"Mitsubishi Steel Mfg. Co., Ltd.",Tokyo,,JP,,1
08341994,,03,"Danieli & C. Officine Meccaniche S.p.A.",,,IT,,1
08341995,,02,"Alfons Haar, Inc.",Springboro,OH,US,,1
08341996,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08341997,,03,"Musashi Seimitsu Industry Co., Ltd.",Toyohashi,,JP,,1
08341998,,03,"Konica Minolta Business Technologies, Inc.",Tokyo,,JP,,1
08341999,,03,"OMRON Corporation",Kyoto,,JP,,1
08342000,,03,"Aida Engineering, Ltd.",Kanagawa,,JP,,1
08342001,,03,"Link-Tech (Tianjin) Metal Products Co., Ltd.","Beichen District, Tianjin",,CN,,1
08342002,,03,"NGK Insulators, Ltd.",Nagoya,,JP,,1
08342002,,03,"NGK Ceramic Device Co., Ltd.",Komaki,,JP,,2
08342003,,02,"Perry Equipment Corporation","Mineral Wells",TX,US,,1
08342005,,02,"Lawrence Livermore National Security, LLC",Livermore,CA,US,,1
08342006,,03,"Commissariat a l'Energie Atomique",Paris,,FR,,1
08342007,,02,"Dionex Corporation",Sunnyvale,CA,US,,1
08342008,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08342009,,02,"General Electric Company",Schenectady,NY,US,,1
08342010,,02,"General Electric Corporation",Niskayuna,NY,US,,1
08342011,,03,"Continental Automotive France",Toulouse,,FR,,1
08342012,,03,"Dr. Ing. H.C. F. Porsche Aktiengesellschaft",Stuttgart,,DE,,1
08342013,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342015,,03,"Renault S.A.S.","Boulogne Billancourt",,FR,,1
08342016,,03,"Michelin Recherche et Technique S.A.",Granges-Paccot,,CH,,1
08342016,,03,"Compagnie Generale des Etablissements Michelin",Clermont-Ferrand,,FR,,2
08342017,,02,"The Boeing Company",Chicago,IL,US,,1
08342018,,02,"Siargo, Ltd.","Santa Clara",CA,US,,1
08342019,,03,"Horiba, Ltd.","Kyoto, Kyoto",,JP,,1
08342020,,03,"Kobe Steel, Ltd.","Kobe Shi",,JP,,1
08342021,,03,"Seiko Epson Corporation",,,JP,,1
08342022,,03,"Conti Temic microelectronic GmbH",Nuremberg,,DE,,1
08342023,,03,"Northrop Grumman LITEF GmbH",Freiburg,,DE,,1
08342024,,03,"Sagem Defense Securite",Paris,,FR,,1
08342025,,03,"STMicroelectronics S.r.l.","Agrate Brianza",,IT,,1
08342026,,03,"Murata Manufacturing Co., Ltd.",Kyoto,,JP,,1
08342027,,02,"The Ohio State University",Columbus,OH,US,,1
08342027,,02,"Syntonics, LLC",Columbia,MD,US,,2
08342028,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08342029,,03,"Useong Electro Mechanics Co., Ltd.",Gyeonggi-Do,,KR,,1
08342030,,03,"University of New Brunswick","Fredericton, New Brunswick",,unknown,,1
08342031,,02,"The Regents of the University of California",Oakland,CA,US,,1
08342032,,02,"Cargill, Incorporated",Wayzata,MN,US,,1
08342033,,03,"BASF SE",Ludwigshafen,,DE,,1
08342034,,02,"The Boeing Company",Chicago,IL,US,,1
08342035,,03,"Krohne AG",Basel,,CH,,1
08342037,,03,"Airbus Operations S.A.S.",Toulouse,,FR,,1
08342038,,03,"TS Tech Co., Ltd.",Asaka,,JP,,1
08342038,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,2
08342041,,02,"Protedyne Corporation",Windsor,CT,US,,1
08342042,,02,"Battelle Energy Alliance, LLC","Idaho Falls",ID,US,,1
08342043,,02,"Velcon Filters, LLC","Colarado Springs",CO,US,,1
08342044,,03,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",,,CN,,1
08342045,,03,"University of Strathclyde",Glasgow,,GB,,1
08342046,,03,"ESPEC Corp.",Osaka,,JP,,1
08342046,,03,"Tiyoda Electric Co., Ltd.",Nagano,,JP,,2
08342047,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342048,,03,"ZF Friedrichshafen AG",Friedrichshafen,,DE,,1
08342049,,03,"ZF Friedrichshafen AG",Friedrichshafen,,DE,,1
08342050,,03,"ZF Friedrichshafen AG",Friedrichshafen,,DE,,1
08342051,,02,"BorgWarner Inc.","Auburn Hills",MI,US,,1
08342052,,02,"Honeywell International Inc.",Morristown,NJ,US,,1
08342053,,03,"Aisin AI Co., Ltd.","Nishio-Shi, Aichi-Ken",,JP,,1
08342054,,02,"Intuitive Surgical Operations, Inc.",Sunnyvale,CA,US,,1
08342055,,03,"Chung Yuan Christian University",Chung-Li,,TW,,1
08342056,,03,"JTEKT Corporation",Osaka,,JP,,1
08342057,,03,"Mando Corporation",Gyeonggi-do,,KR,,1
08342058,,02,"Hillsdale Automotive, LLC",Inkster,MI,US,,1
08342061,,02,"Sunex International, Inc.","Travelers Rest",SC,US,,1
08342062,,05,,"Chang Hua Hsien",,TW,,1
08342066,,03,"Mitsubishi Materials Corporation",Tokyo,,JP,,1
08342067,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08342068,,03,"Foser S.p.A.",Lucca,,IT,,1
08342069,,02,"Raytheon Company",Waltham,MA,US,,1
08342070,,02,"Raytheon Company",Waltham,MA,US,,1
08342071,,03,"Colt Canada Corporation",,,CA,,1
08342072,,02,"Magpul Industries Corp.",Boulder,CO,US,,1
08342073,,02,"Battelle Energy Alliance, LLC","Idaho Falls",ID,US,,1
08342074,,02,"General Dynamics Armament and Technical Products, Inc.",Charlotte,NC,US,,1
08342076,,02,"Indian Head Industries, Inc.",Charlotte,MI,US,,1
08342078,,03,"Webasto SE",Strockdorf,,DE,,1
08342079,,03,"Joyoung Company Limited","Jinan, Shandong",,CN,,1
08342081,,02,"BSC Technologies, Inc.",Wilkes-Barre,PA,US,,1
08342082,,03,"Tsann Kuen (China) Enterprise Co., Ltd.","Xiamen, Fujian",,CN,,1
08342083,,03,"Robosoft, Naamloze Vennootschap",Ypres,,BE,,1
08342084,,02,"Hyde Park Partners, Inc.",Charlotte,NC,US,,1
08342085,,03,"Automation Presses Tooling AP&T AB",Tranemo,,SE,,1
08342086,,03,"TRUMPF Maschinen Austria GmbH & Co. KG.",Pasching,,AT,,1
08342087,,02,"Dell Marking",Ferndale,MI,US,,1
08342088,,,,,,,,1
08342089,,03,"DEK International GmbH",Zurich,,CH,,1
08342090,,03,"K-D Hermann GmbH Contact-Preisauszeichnung-Etikettiersysteme",Hirschhorn,,DE,,1
08342092,,02,"Goss International Americas, Inc.",Durham,NH,US,,1
08342093,,03,"Junghans Microtec GmbH",Dunningen-Seedorf,,DE,,1
08342094,,02,"Schlumberger Technology Corporation","Sugar Land",TX,US,,1
08342096,,03,"Technologie Alpine de Securite-Tas",,,FR,,1
08342097,,02,"Battelle Memorial Institute",Columbus,OH,US,,1
08342098,,03,"Security Devices International Inc.","Tel Aviv",,IL,,1
08342100,,03,"Daicel Chemical Industries, Ltd.",Osaka-Shi,,JP,,1
08342101,,02,"WFK & Associates, LLC",Gainesville,FL,US,,1
08342103,,02,"Norfolk Southern Corporation",Norfolk,VA,US,,1
08342104,,02,"Grain Processing Corporation",Muscatine,IA,US,,1
08342105,,02,"Freightcar America, Inc.",Johnstown,PA,US,,1
08342106,,02,"Meridian Tool Leasing & Maintenance, LLC",Okemos,MI,US,,1
08342107,,02,"Lifetime Products, Inc.",Clearfield,UT,US,,1
08342108,,03,"CNH Canada, Ltd.",,,CA,,1
08342109,,03,"Atom Jet Industries (2002) Ltd.","Brandon, Manitoba",,CA,,1
08342111,,03,"Brother Kogyo Kabushiki Kaisha",Nagoya,,JP,,1
08342112,,03,"Brother Kogyo Kabushiki Kaisha",Nagoya,,JP,,1
08342114,,03,DCNS,Paris,,FR,,1
08342115,,03,"Seldén Mast AB","Västra Frölunda",,SE,,1
08342117,,03,"Satake Corporation",Tokyo,,JP,,1
08342118,,02,"Processing Technologies, LLC",Aurora,IL,US,,1
08342119,,02,"Applied Materials, Inc.","Santa Clara",CA,US,,1
08342120,,02,"The Board of Trustees of the University of Illinois",Urbana,IL,US,,1
08342121,,03,"Tokyo Electron Limited",Tokyo,,JP,,1
08342122,,02,"Lam Research Corporation",Fremont,CA,US,,1
08342123,,03,"GEA Farm Technologies GmbH",Bönen,,DE,,1
08342124,,03,"DeLaval Holding AB",Tumba,,SE,,1
08342125,,02,"GEA Farm Technologies, Inc.",Naperville,IL,US,,1
08342126,,02,"Molly Mutt, LLC",Berkeley,CA,US,,1
08342130,,03,"TOPS Oysters Limited",Nelson,,NZ,,1
08342132,,02,"The Kong Company, LLC",Golden,CO,US,,1
08342133,,02,"The Kong Company, LLC",Golden,CO,US,,1
08342134,,02,"Radio Systems Corporation",Knoxville,TN,US,,1
08342135,,02,"Radio Systems Corporation",Knoxville,TN,US,,1
08342136,,02,"The Regents of the University of California",Oakland,CA,US,,1
08342138,,03,"RE ' EM Hazan","Zur Hadassa",,IL,,1
08342140,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08342141,,03,"Volvo Lastvagnar AB",Göteborg,,SE,,1
08342142,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota,,JP,,1
08342142,,03,"Denso Corporation",Kariya,,JP,,2
08342143,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota,,JP,,1
08342144,,03,"Schaeffler Technologies AG & Co. KG",Herzogenaurach,,DE,,1
08342145,,02,"Chrysler Group LLC","Auburn Hills",MI,US,,1
08342146,,03,"Neumayer Tekfor Holding GmbH",Hausach,,DE,,1
08342147,,03,"Renault S.A.S.","Boulogne Billancourt",,FR,,1
08342148,,02,"Ford Global Technologies",Dearborn,MI,US,,1
08342149,,03,"Keihin Corporation",Tokyo,,JP,,1
08342150,,02,"Illinois Tool Works Inc",Glenview,IL,US,,1
08342151,,,,,,,,1
08342152,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342153,,02,"Sturman Digital Systems, LLC","Woodland Park",CO,US,,1
08342154,,03,"Makita Corporation",Anjo,,JP,,1
08342155,,03,"Denso Corporation",Kariya,,JP,,1
08342157,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08342158,,02,"Ford Global Technologies, LLC",Dearborn,MI,US,,1
08342159,,02,"Rexecon International, Inc.","Delray Beach",FL,US,,1
08342160,,02,"Cummins Filtration IP, Inc.",Minneapolis,MN,US,,1
08342161,,02,"New Archery Products Corp.","Forest Park",IL,US,,1
08342162,,02,"Seattle Sport Sciences, Inc.",Redmond,WA,US,,1
08342163,,02,"Blount, Inc.",Portland,OR,US,,1
08342164,,02,"SCIO Diamond Technology Corporation",Greer,SC,US,,1
08342165,,02,"General Electric Company",Schenectady,NY,US,,1
08342169,,02,"Kenergy Scientific, Inc.",Flemington,NJ,US,,1
08342170,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08342171,,03,"PARI GmbH Spezialisten für effektive Inhalation",Starnberg,,DE,,1
08342172,,02,"The Brigham and Women's Hospital, Inc.",Boston,MA,US,,1
08342173,,02,"Silver Eagle Labs Inc.","Carson City",NV,US,,1
08342174,,03,"Sanofi SA",Meyrin,,CH,,1
08342175,,03,"Sanofi SA",Meyrin,,CH,,1
08342176,,02,"Manta Devices, LLC",Roslindale,MA,US,,1
08342177,,02,"Covidien LP",Mansfield,MA,US,,1
08342178,,03,"Dräger Medical GmbH",Lübeck,,DE,,1
08342179,,03,"Respan Products, Inc.","Erin, ON",,CA,,1
08342180,,02,"3M Innovative Properties Company","St. Paul",MN,US,,1
08342181,,03,"ResMed Limited","Bella Vista",,AU,,1
08342182,,02,"Pulmonx Corporation","Redwood City",CA,US,,1
08342183,,02,"Vibrynt, Inc.","Redwood City",CA,US,,1
08342184,,03,"Japan Tobacco Inc.",Tokyo,,JP,,1
08342185,,05,,Madrid,,ES,,1
08342186,,04,,"Battle Creek",MI,US,,1
08342187,,02,"Conopco, Inc.","Englewood Cliffs",NJ,US,,1
08342191,,02,"MM&R Products, Inc.",Calabasas,CA,US,,1
08342192,,03,"Toly Products (UK) Ltd.",,,GB,,1
08342194,,02,"Premark FEG L.L.C.",Glenview,IL,US,,1
08342196,,02,"Mobi, LLC",Minneapolis,MN,US,,1
08342197,,02,"Evrio, Inc.","Santa Clara",CA,US,,1
08342198,,02,"Baker Hughes Incorporated",Houston,TX,US,,1
08342199,,02,"Gilbarco, Inc.",Greensboro,NC,US,,1
08342201,,03,"Fujikura Rubber Ltd.",Tokyo,,JP,,1
08342202,,03,"Nitto Kohki Co., Ltd.",Tokyo,,JP,,1
08342202,,03,"Toyota Jidosha Kabushiki Kaisha",Aichi-ken,,JP,,2
08342203,,02,"Pacific Bag, Inc.",Woodinville,WA,US,,1
08342204,,03,"Perkins Engines Company Limited",Peterborough,,GB,,1
08342205,,03,"Takasago Electric, Inc.",Aichi,,JP,,1
08342206,,02,"Caterpillar Inc.",Peoria,IL,US,,1
08342207,,03,"Commissariat a l'Energie Atomique",Paris,,FR,,1
08342208,,03,"Nabtesco Corporation",Tokyo,,JP,,1
08342208,,03,"Isuzu Motors Limited",Tokyo,,JP,,2
08342209,,03,"Surpass Industry Co., Ltd.","Gyoda-Shi, Saitama",,JP,,1
08342211,,03,"Fenix Energy Solutions Ltd.",Vancouver,,CA,,1
08342212,,02,"Presby Patent Trust",Whitefield,NH,US,,1
08342213,,02,"Lumite, Inc.",Alto,GA,US,,1
08342215,,03,"The Yokohama Rubber Co., Ltd.",Tokyo,,JP,,1
08342216,,02,"The Goodyear Tire & Rubber Company",Akron,OH,US,,1
08342217,,03,"Michelin Recherche et Technique S.A.",,,CH,,1
08342218,,03,"Lamina Dielectrics Limited",Billingshurst,,GB,,1
08342219,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08342220,,03,"Pirelli Tyre S.p.A.",Milan,,IT,,1
08342221,,03,"Toyo Tire & Rubber Co., Ltd.","Osaka-shi, Osaka",,JP,,1
08342222,,03,"Snap-On Equipment SRL a Unico Socio",Correggio,,IT,,1
08342223,,03,"Snap-On Equipment SRL a Unico Socio",Correggio,,IT,,1
08342225,,03,"Damorgold Pty. Ltd.",,,AU,,1
08342226,,02,"Patent Category Corp.",Walnut,CA,US,,1
08342227,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342228,,02,"Apple Inc.",Cupertino,CA,US,,1
08342229,,02,MiaSole,"Santa Clara",CA,US,,1
08342230,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342231,,03,"Kobe Steel, Ltd.",Kobe-shi,,JP,,1
08342232,,03,"Nippon Light Metal Company, Ltd.",Tokyo,,JP,,1
08342233,,03,"Flakt Woods AB",Jonkoping,,SE,,1
08342235,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08342236,,02,"Bucyrus International Inc.",Milwaukee,WI,US,,1
