patent,prim,class,subclass
08346116,0,399," 98","399 98"
08346116,0,399,100,399100
08346117,1,399," 98","399 98"
08346117,0,399,122,399122
08346118,1,399,100,399100
08346118,0,399,170,399170
08346118,0,361,225,361225
08346119,1,399,101,399101
08346119,0,399,349,399349
08346119,0,399,353,399353
08346120,1,399,107,399107
08346120,0,399,110,399110
08346120,0,399,121,399121
08346120,0,399,122,399122
08346121,1,399,110,399110
08346121,0,399,111,399111
08346121,0,399,262,399262
08346122,1,399,110,399110
08346123,1,399,110,399110
08346124,1,399,110,399110
08346124,0,399,111,399111
08346125,1,399,111,399111
08346125,0,399,119,399119
08346126,1,399,111,399111
08346126,0,399,119,399119
08346127,1,399,111,399111
08346127,0,399,167,399167
08346127,0,399,279,399279
08346129,1,399,122,399122
08346129,0,399," 67","399 67"
08346129,0,399,328,399328
08346130,1,399,149,399149
08346130,0,399," 71","399 71"
08346130,0,399,167,399167
08346131,1,399,167,399167
08346131,0,310,103,310103
08346132,1,399,176,399176
08346132,0,399," 50","399 50"
08346132,0,399,168,399168
08346133,1,399,228,399228
08346134,1,399,254,399254
08346134,0,399,260,399260
08346135,1,399,260,399260
08346135,0,399,258,399258
08346136,1,399,266,399266
08346137,1,399,273,399273
08346137,0,399,274,399274
08346138,1,399,299,399299
08346138,0,399," 54","399 54"
08346138,0,399," 66","399 66"
08346138,0,399,121,399121
08346138,0,399,302,399302
08346139,1,399,302,399302
08346140,1,399,302,399302
08346140,0,399,165,399165
08346140,0,399,303,399303
08346140,0,198,804,198804
08346140,0,198,813,198813
08346141,1,399,304,399304
08346141,0,399,305,399305
08346142,1,399,323,399323
08346143,1,399,325,399325
08346144,1,399,327,399327
08346144,0,399,122,399122
08346145,1,399,329,399329
08346145,0,399,330,399330
08346145,0,399," 67","399 67"
08346146,1,399,329,399329
08346147,1,399,329,399329
08346148,1,399,329,399329
08346149,1,399,333,399333
08346150,1,399,342,399342
08346150,0,399," 68","399 68"
08346150,0,399,322,399322
08346150,0,399,328,399328
08346151,1,399,358,399358
08346151,0,399,101,399101
08346152,1,399,367,399367
08346152,0,271,212,271212
08346152,0,271,213,271213
08346152,0,399,405,399405
08346153,1,399,401,399401
08346153,0,399,111,399111
08346154,1,399,406,399406
08346154,0,399," 18","399 18"
08346154,0,399," 21","399 21"
08346154,0,399,397,399397
08346154,0,399,405,399405
08346154,0,399," 66","399 66"
08346155,1,399,407,399407
08346155,0,271,227,271227
08346155,0,271,252,271252
08346155,0,270," 58.07","270 5807"
08346156,1,399,408,399408
08346156,0,399,407,399407
08346156,0,412,"  8","412  8"
08346156,0,412," 18","412 18"
08346156,0,412," 37","412 37"
08346157,1,455,"  3.01","455  301"
08346157,0,455,"  3.02","455  302"
08346157,0,455,"  3.06","455  306"
08346157,0,725,"  9","725  9"
08346157,0,725," 54","725 54"
08346157,0,725,110,725110
08346158,1,455,"  7","455  7"
08346158,0,455," 15","455 15"
08346158,0,455," 20","455 20"
08346158,0,370,315,370315
08346159,1,455," 11.1","455 111"
08346159,0,455,552.1,4555521
08346160,1,455," 11.1","455 111"
08346160,0,455," 16","455 16"
08346160,0,455,"  7","455  7"
08346160,0,455,"  9","455  9"
08346161,1,455," 12.1","455 121"
08346161,0,455," 13.1","455 131"
08346161,0,455," 13.2","455 132"
08346161,0,455," 63.1","455 631"
08346161,0,455,427,455427
08346161,0,455,436,455436
08346161,0,455," 13.4","455 134"
08346161,0,455,422.1,4554221
08346161,0,455,428,455428
08346161,0,370,357,370357
08346161,0,370,352,370352
08346161,0,370,353,370353
08346161,0,370,354,370354
08346162,1,455," 13.1","455 131"
08346162,0,455," 12.1","455 121"
08346162,0,455,429,455429
08346162,0,455," 13.2","455 132"
08346163,1,455," 20","455 20"
08346163,0,327,113,327113
08346163,0,331," 37","331 37"
08346164,1,455," 40","455 40"
08346164,0,455," 72","455 72"
08346164,0,455," 96","455 96"
08346164,0,455," 98","455 98"
08346164,0,455,502,455502
08346164,0,367,131,367131
08346164,0,367,134,367134
08346164,0,367,142,367142
08346164,0,367,901,367901
08346164,0,367,904,367904
08346164,0,340,572.1,3405721
08346164,0,340,572.4,3405724
08346164,0,340,850,340850
08346164,0,343,719,343719
08346165,1,455," 40","455 40"
08346165,0,455," 72","455 72"
08346165,0,455," 96","455 96"
08346165,0,455," 98","455 98"
08346165,0,455,502,455502
08346165,0,367,132,367132
08346165,0,367,134,367134
08346165,0,367,142,367142
08346165,0,367,901,367901
08346165,0,367,910,367910
08346165,0,340,572.1,3405721
08346165,0,340,572.4,3405724
08346165,0,340,850,340850
08346165,0,343,719,343719
08346166,1,455," 41.1","455 411"
08346166,0,455,571,455571
08346166,0,455,572,455572
08346166,0,455,573,455573
08346166,0,455,127.1,4551271
08346166,0,363," 16","363 16"
08346166,0,363," 21.02","363 2102"
08346166,0,363," 24","363 24"
08346166,0,363," 26","363 26"
08346166,0,363," 97","363 97"
08346166,0,235,492,235492
08346166,0,307,104,307104
08346166,0,307,145,307145
08346166,0,307,149,307149
08346166,0,307,155,307155
08346166,0,251,129.04,25112904
08346166,0,340," 10.4","340 104"
08346167,1,455," 41.1","455 411"
08346167,0,455,571,455571
08346167,0,455,572,455572
08346167,0,455,573,455573
08346167,0,455,127.1,4551271
08346167,0,363," 16","363 16"
08346167,0,363," 24","363 24"
08346167,0,363," 26","363 26"
08346167,0,340," 10.4","340 104"
08346167,0,375,239,375239
08346167,0,235,492,235492
08346168,1,455," 41.2","455 412"
08346168,0,455," 41.3","455 413"
08346169,1,455," 41.2","455 412"
08346169,0,455,458,455458
08346169,0,455,507,455507
08346169,0,455,514,455514
08346169,0,455,517,455517
08346169,0,455,518,455518
08346169,0,455,519,455519
08346169,0,455,566,455566
08346169,0,455,410,455410
08346169,0,455,411,455411
08346170,1,455," 41.2","455 412"
08346170,0,455," 41.3","455 413"
08346170,0,455,518,455518
08346170,0,455,519,455519
08346170,0,370,471,370471
08346170,0,370,472,370472
08346171,1,455," 63.1","455 631"
08346172,1,455," 63.1","455 631"
08346172,0,455," 67.13","455 6713"
08346172,0,455,296,455296
08346172,0,455,315,455315
08346172,0,348,725,348725
08346172,0,348,731,348731
08346173,1,455," 63.1","455 631"
08346173,0,455,450,455450
08346173,0,455,451,455451
08346173,0,455,452.1,4554521
08346173,0,455,452.2,4554522
08346173,0,455," 67.11","455 6711"
08346173,0,455,509,455509
08346173,0,370,329,370329
08346173,0,370,330,370330
08346173,0,370,332,370332
08346173,0,370,341,370341
08346173,0,370,348,370348
08346173,0,370,431,370431
08346174,1,455," 66.1","455 661"
08346174,0,342," 13","342 13"
08346174,0,342," 20","342 20"
08346174,0,324," 76.11","324 7611"
08346175,1,455," 67.11","455 6711"
08346175,0,455," 67.13","455 6713"
08346175,0,455," 63.1","455 631"
08346175,0,455," 67.16","455 6716"
08346176,1,455," 67.11","455 6711"
08346176,0,455," 63.11","455 6311"
08346176,0,455,161.2,4551612
08346177,1,455," 67.13","455 6713"
08346177,0,455," 63.1","455 631"
08346177,0,455,450,455450
08346177,0,455,452.1,4554521
08346177,0,455,453,455453
08346177,0,455,509,455509
08346178,1,455," 69","455 69"
08346178,0,455,522,455522
08346179,1,455," 73","455 73"
08346179,0,455," 88","455 88"
08346179,0,455,332,455332
08346179,0,330,269,330269
08346180,1,455," 73","455 73"
08346180,0,455," 78","455 78"
08346181,1,455," 78","455 78"
08346181,0,343,860,343860
08346182,1,455," 84","455 84"
08346182,0,455," 73","455 73"
08346182,0,455," 78","455 78"
08346183,1,455," 90.3","455 903"
08346183,0,455,347,455347
08346183,0,455,575.1,4555751
08346183,0,361,679.3,3616793
08346183,0,361,679.55,36167955
08346183,0,361,679.56,36167956
08346183,0,428," 34.1","428 341"
08346183,0,428," 34.3","428 343"
08346183,0,428," 34.4","428 344"
08346184,1,455," 90.3","455 903"
08346184,0,361,741,361741
08346184,0,361,814,361814
08346185,1,455," 91","455 91"
08346185,0,455,115.1,4551151
08346185,0,455,127.2,4551272
08346186,1,455," 99","455 99"
08346187,1,455,108,455108
08346187,0,455,113,455113
08346188,1,455,113,455113
08346188,0,455,147,455147
08346189,1,455,114.1,4551141
08346189,0,333,100,333100
08346189,0,330,"124. R","330124 R"
08346190,1,455,114.3,4551143
08346190,0,375,296,375296
08346190,0,607," 60","607 60"
08346191,1,455,115.1,4551151
08346191,0,429," 96","429 96"
08346192,1,455,127.1,4551271
08346192,0,455,522,455522
08346192,0,455,115.1,4551151
08346192,0,455,126,455126
08346193,1,455,129,455129
08346193,0,455,102,455102
08346193,0,375,267,375267
08346194,1,455,182.1,4551821
08346194,0,455,257,455257
08346195,1,455,185.1,4551851
08346195,0,455,412.1,4554121
08346196,1,455,260,455260
08346196,0,455," 73","455 73"
08346196,0,455,255,455255
08346197,1,455,277.1,4552771
08346197,0,455,277.2,4552772
08346197,0,455,552.1,4555521
08346197,0,455,562.1,4555621
08346197,0,455,575.7,4555757
08346197,0,375,316,375316
08346198,1,455,280,455280
08346198,0,455,284,455284
08346198,0,455,290,455290
08346198,0,330,286,330286
08346198,0,330,307,330307
08346199,1,455,301,455301
08346199,0,455,575.8,4555758
08346199,0,455,300,455300
08346200,1,455,313,455313
08346200,0,455,323,455323
08346201,1,455,318,455318
08346201,0,455,323,455323
08346202,1,455,334,455334
08346202,0,455,183.1,4551831
08346202,0,348,725,348725
08346203,1,455,343.1,4553431
08346203,0,455,"  3.04","455  304"
08346203,0,455,343.5,4553435
08346203,0,455,574,455574
08346203,0,713,320,713320
08346205,1,455,343.2,4553432
08346205,0,370,329,370329
08346205,0,455,574,455574
08346206,1,455,401,455401
08346206,0,455,186.2,4551862
08346206,0,715,773,715773
08346206,0,345,168,345168
08346206,0,700," 84","700 84"
08346206,0,340,407.2,3404072
08346207,1,455,402,455402
08346207,0,455,404.1,4554041
08346207,0,455,404.2,4554042
08346207,0,713,340,713340
08346208,1,455,405,455405
08346208,0,455,406,455406
08346208,0,455,414.1,4554141
08346208,0,455,418,455418
08346208,0,379,126,379126
08346208,0,379,128,379128
08346208,0,379,121.04,37912104
08346209,1,455,405,455405
08346209,0,455,414.1,4554141
08346209,0,455,414.2,4554142
08346209,0,455,414.3,4554143
08346209,0,455,414.4,4554144
08346209,0,455,466,455466
08346209,0,455,420,455420
08346209,0,340,870.02,34087002
08346209,0,340,870.11,34087011
08346209,0,340," 10.41","340 1041"
08346210,1,455,406,455406
08346210,0,455,418,455418
08346210,0,455,426.1,4554261
08346210,0,455," 41.1","455 411"
08346211,1,455,406,455406
08346211,0,455,405,455405
08346211,0,455,407,455407
08346211,0,455,410,455410
08346211,0,455,408,455408
08346211,0,455,415,455415
08346212,1,455,406,455406
08346212,0,455,405,455405
08346212,0,455,414.1,4554141
08346212,0,705,400,705400
08346213,1,455,410,455410
08346213,0,455,418,455418
08346213,0,455,466,455466
08346213,0,713,151,713151
08346213,0,709,224,709224
08346214,1,455,411,455411
08346214,0,455,436,455436
08346214,0,455,550.1,4555501
08346214,0,455,422.1,4554221
08346214,0,455,414.1,4554141
08346214,0,455,437,455437
08346214,0,455,423,455423
08346214,0,370,331,370331
08346215,1,455,411,455411
08346215,0,455,410,455410
08346216,1,455,411,455411
08346216,0,370,331,370331
08346217,1,455,411,455411
08346217,0,455,410,455410
08346217,0,726," 18","726 18"
08346217,0,726," 17","726 17"
08346218,1,455,412.1,4554121
08346218,0,455,550,455550
08346218,0,455,412.2,4554122
08346218,0,455,414.3,4554143
08346219,1,455,412.2,4554122
08346219,0,455,412.1,4554121
08346219,0,455,413,455413
08346219,0,455,414.1,4554141
08346219,0,455,435.1,4554351
08346220,1,455,412.2,4554122
08346220,0,455,403,455403
08346220,0,455,466,455466
08346220,0,455,412.1,4554121
08346221,1,455,412.2,4554122
08346221,0,455,564,455564
08346221,0,455,567,455567
08346221,0,379," 41","379 41"
08346221,0,379,164,379164
08346221,0,379,266.01,37926601
08346222,1,455,413,455413
08346222,0,455,432.1,4554321
08346222,0,455,412.2,4554122
08346222,0,455,414.1,4554141
08346222,0,379," 88.16","379 8816"
08346222,0,379," 88.19","379 8819"
08346222,0,379,100.06,37910006
08346223,1,455,414.1,4554141
08346223,0,455,418,455418
08346223,0,455,419,455419
08346223,0,370,486,370486
08346223,0,717,174,717174
08346223,0,717,177,717177
08346223,0,717,178,717178
08346223,0,709,221,709221
08346224,1,455,414.1,4554141
08346224,0,455,558,455558
08346224,0,455,432.3,4554323
08346224,0,455,412.1,4554121
08346224,0,455,418,455418
08346224,0,455,556.1,4555561
08346224,0,455,557,455557
08346225,1,455,414.1,4554141
08346225,0,370,230,370230
08346225,0,709,217,709217
08346225,0,709,224,709224
08346226,1,455,414.1,4554141
08346226,0,455,412.2,4554122
08346226,0,455,412.1,4554121
08346226,0,455,550.1,4555501
08346226,0,455,466,455466
08346226,0,455,566,455566
08346226,0,705," 14.4","705 144"
08346226,0,705," 14.53","705 1453"
08346226,0,705," 14.23","705 1423"
08346227,1,455,414.1,4554141
08346227,0,455," 69","455 69"
08346227,0,455," 73","455 73"
08346227,0,455," 76","455 76"
08346227,0,455," 77","455 77"
08346227,0,455," 41.2","455 412"
08346227,0,455,569.1,4555691
08346228,1,455,414.1,4554141
08346228,0,725," 62","725 62"
08346229,1,455,414.2,4554142
08346229,0,455,414.1,4554141
08346229,0,455,418,455418
08346230,1,455,414.3,4554143
08346230,0,726,"  4","726  4"
08346231,1,455,416,455416
08346231,0,379,202.01,37920201
08346232,1,455,417,455417
08346232,0,455,412.1,4554121
08346233,1,455,418,455418
08346233,0,706," 47","706 47"
08346234,1,455,418,455418
08346234,0,455,423,455423
08346234,0,455," 67.11","455 6711"
08346234,0,455,115.1,4551151
08346234,0,455,226.1,4552261
08346234,0,455,513,455513
08346234,0,455,115.3,4551153
08346234,0,455,161.3,4551613
08346234,0,455,226.2,4552262
08346234,0,455,226.3,4552263
08346235,1,455,418,455418
08346235,0,455," 69","455 69"
08346235,0,455," 70","455 70"
08346235,0,714,100,714100
08346235,0,379,386,379386
08346236,1,455,418,455418
08346236,0,455,421,455421
08346236,0,455,420,455420
08346236,0,455,550.1,4555501
08346236,0,455,569.1,4555691
08346237,1,455,418,455418
08346237,0,455,414.3,4554143
08346237,0,455,450,455450
08346237,0,455,567,455567
08346237,0,701,117,701117
08346237,0,701,200,701200
08346237,0,701,202,701202
08346237,0,701,204,701204
08346238,1,455,422.1,4554221
08346238,0,455," 41.2","455 412"
08346238,0,455," 67.11","455 6711"
08346238,0,455,445,455445
08346238,0,455,550.1,4555501
08346239,1,455,422.1,4554221
08346239,0,704,201,704201
08346239,0,704,262,704262
08346240,1,455,422.1,4554221
08346240,0,455,456.1,4554561
08346240,0,455,456.2,4554562
08346240,0,455,456.3,4554563
08346240,0,455,560,455560
08346240,0,455,405,455405
08346241,1,455,422.1,4554221
08346241,0,455,414.1,4554141
08346241,0,455,418,455418
08346241,0,455,419,455419
08346241,0,455,432.1,4554321
08346241,0,455,456.1,4554561
08346241,0,455,450,455450
08346241,0,455,456.3,4554563
08346241,0,455,509,455509
08346241,0,455,560,455560
08346242,1,455,422.1,4554221
08346242,0,455,432.1,4554321
08346242,0,455,436,455436
08346242,0,455,438,455438
08346242,0,455,439,455439
08346242,0,455,440,455440
08346242,0,455," 67.11","455 6711"
08346244,1,455,423,455423
08346244,0,455,450,455450
08346244,0,455,550.1,4555501
08346244,0,370,329,370329
08346245,1,455,424,455424
08346245,0,455,425,455425
08346245,0,455,423,455423
08346245,0,455,522.1,4555221
08346245,0,455,550.1,4555501
08346246,1,455,425,455425
08346246,0,455,550.1,4555501
08346246,0,370,328,370328
08346246,0,370,335,370335
08346246,0,370,350,370350
08346247,1,455,425,455425
08346247,0,455,466,455466
08346247,0,455,436,455436
08346247,0,370,331,370331
08346248,1,455,431,455431
08346248,0,455,421,455421
08346248,0,455,456.1,4554561
08346248,0,455,456.4,4554564
08346248,0,455,457,455457
08346249,1,455,432.1,4554321
08346249,0,455,435.1,4554351
08346249,0,455,435.2,4554352
08346249,0,455,456.1,4554561
08346249,0,455,433,455433
08346249,0,370,338,370338
08346249,0,370,328,370328
08346249,0,370,401,370401
08346249,0,370,331,370331
08346249,0,370,466,370466
08346249,0,709,238,709238
08346250,1,455,434,455434
08346250,0,455,552.1,4555521
08346250,0,455,515,455515
08346250,0,455,516,455516
08346250,0,455,458,455458
08346250,0,455,455,455455
08346251,1,455,434,455434
08346251,0,370,329,370329
08346252,1,455,434,455434
08346253,1,455,435.1,4554351
08346253,0,455,433,455433
08346253,0,455,414.1,4554141
08346254,1,455,435.1,4554351
08346254,0,455,435.2,4554352
08346254,0,455,435.3,4554353
08346254,0,455,466,455466
08346254,0,455,552.1,4555521
08346254,0,370,328,370328
08346254,0,370,338,370338
08346254,0,370,352,370352
08346254,0,370,401,370401
08346254,0,709,203,709203
08346254,0,709,221,709221
08346254,0,709,223,709223
08346255,1,455,435.2,4554352
08346255,0,455,435.1,4554351
08346255,0,455,435.3,4554353
08346255,0,455,432.1,4554321
08346255,0,455,432.3,4554323
08346256,1,455,435.3,4554353
08346256,0,455," 67.4","455 674"
08346256,0,455,518,455518
08346256,0,455,520,455520
08346257,1,455,435.3,4554353
08346257,0,455,435.2,4554352
08346257,0,455,435.1,4554351
08346257,0,455,436,455436
08346257,0,455,428,455428
08346257,0,455,558,455558
08346258,1,455,436,455436
08346258,0,455,442,455442
08346258,0,455,432.1,4554321
08346258,0,455,435.1,4554351
08346258,0,455,422.1,4554221
08346258,0,370,331,370331
08346259,1,455,436,455436
08346259,0,455,552.1,4555521
08346260,1,455,436,455436
08346260,0,455,442,455442
08346260,0,455,432.1,4554321
08346260,0,455,435.1,4554351
08346260,0,370,331,370331
08346261,1,455,436,455436
08346261,0,380,270,380270
08346261,0,380,271,380271
08346261,0,380,272,380272
08346261,0,380,273,380273
08346262,1,455,436,455436
08346262,0,455,448,455448
08346263,1,455,439,455439
08346263,0,455,415,455415
08346263,0,455,518,455518
08346263,0,379,204,379204
08346263,0,379,158,379158
08346263,0,379,202.01,37920201
08346263,0,370,389,370389
08346263,0,370,465,370465
08346263,0,370,390,370390
08346263,0,370,392,370392
08346263,0,370,401,370401
08346263,0,370,260,370260
08346264,1,455,440,455440
08346264,0,455,412.1,4554121
08346264,0,455,412.2,4554122
08346264,0,455,436,455436
08346264,0,455,432.2,4554322
08346264,0,455,426,455426
08346264,0,370,338,370338
08346264,0,370,392,370392
08346264,0,370,352,370352
08346264,0,370,401,370401
08346264,0,370,331,370331
08346264,0,709,249,709249
08346264,0,709,245,709245
08346264,0,709,229,709229
08346265,1,455,441,455441
08346265,0,455,411,455411
08346265,0,455,414.1,4554141
08346265,0,455,558,455558
08346265,0,455,432.3,4554323
08346265,0,455,457,455457
08346265,0,455,420,455420
08346265,0,455,436,455436
08346265,0,455,450,455450
08346265,0,455,522,455522
08346265,0,370,331,370331
08346265,0,370,312,370312
08346265,0,370,335,370335
08346265,0,370,338,370338
08346265,0,370,401,370401
08346265,0,370,259,370259
08346265,0,370,389,370389
08346266,1,455,441,455441
08346266,0,455,238.1,4552381
08346266,0,455,456.4,4554564
08346266,0,455,569.2,4555692
08346266,0,455,575.9,4555759
08346267,1,455,444,455444
08346267,0,455,414,455414
08346267,0,455,440,455440
08346267,0,455,552.1,4555521
08346267,0,455,445,455445
08346267,0,455,331,455331
08346267,0,455,553.1,4555531
08346267,0,370,338,370338
08346267,0,370,328,370328
08346267,0,370,331,370331
08346267,0,370,352,370352
08346267,0,370,332,370332
08346267,0,709,227,709227
08346268,1,455,445,455445
08346268,0,455,560,455560
08346268,0,370,349,370349
08346269,1,455,445,455445
08346269,0,455,453,455453
08346269,0,455,466,455466
08346269,0,370,230,370230
08346269,0,370,395.2,3703952
08346269,0,709,220,709220
08346270,1,455,445,455445
08346270,0,455," 67.11","455 6711"
08346270,0,455,451,455451
08346270,0,370,237,370237
08346271,1,455,450,455450
08346271,0,455,452.1,4554521
08346271,0,455,452.2,4554522
08346271,0,455,455,455455
08346271,0,455,509,455509
08346271,0,455,511,455511
08346271,0,455,512,455512
08346271,0,455,516,455516
08346272,1,455,450,455450
08346272,0,455," 62","455 62"
08346272,0,455,161.1,4551611
08346272,0,455," 67.11","455 6711"
08346272,0,455,452.2,4554522
08346272,0,455,455,455455
08346273,1,455,452.1,4554521
08346273,0,455,452.2,4554522
08346273,0,455,450,455450
08346273,0,370,231,370231
08346274,1,455,452.2,4554522
08346274,0,455,442,455442
08346274,0,455,445,455445
08346274,0,455,436,455436
08346274,0,455,443,455443
08346274,0,455,450,455450
08346275,1,455,453,455453
08346275,0,455,450,455450
08346275,0,455,451,455451
08346275,0,455,452.1,4554521
08346275,0,455,452.2,4554522
08346275,0,370,229,370229
08346275,0,370,230,370230
08346275,0,370,235,370235
08346275,0,370,237,370237
08346275,0,370,238,370238
08346276,1,455,453,455453
08346277,1,455,456.1,4554561
08346277,0,455,457,455457
08346278,1,455,456.1,4554561
08346278,0,455,456.2,4554562
08346278,0,455,552.1,4555521
08346278,0,455,323,455323
08346278,0,455,424,455424
08346278,0,455," 16","455 16"
08346278,0,455," 78","455 78"
08346278,0,455," 88","455 88"
08346278,0,455,450,455450
08346278,0,370,503,370503
08346278,0,370,508,370508
08346278,0,370,906,370906
08346278,0,370,907,370907
08346278,0,370,347,370347
08346278,0,370,345,370345
08346278,0,370,512,370512
08346278,0,370,210,370210
08346278,0,370,320,370320
08346279,1,455,456.1,4554561
08346279,0,455,414.1,4554141
08346280,1,455,456.1,4554561
08346280,0,455,446,455446
08346280,0,455,432.1,4554321
08346280,0,370,328,370328
08346281,1,455,456.1,4554561
08346281,0,455,456.4,4554564
08346281,0,455,456.5,4554565
08346281,0,340,"  5.61","340  561"
08346282,1,455,456.1,4554561
08346283,1,455,456.2,4554562
08346283,0,455,456.1,4554561
08346284,1,455,456.3,4554563
08346284,0,455,418,455418
08346284,0,455,456.1,4554561
08346284,0,455,457,455457
08346284,0,455,550.1,4555501
08346284,0,455,566,455566
08346285,1,455,456.3,4554563
08346285,0,455,456.6,4554566
08346285,0,455,456.1,4554561
08346285,0,455,422.1,4554221
08346285,0,455,414.2,4554142
08346285,0,455," 67.11","455 6711"
08346285,0,370,401,370401
08346285,0,370,341,370341
08346285,0,370,329,370329
08346285,0,370,468,370468
08346285,0,370,335,370335
08346285,0,340,506,340506
08346285,0,340,541,340541
08346286,1,455,458,455458
08346286,0,455,444,455444
08346286,0,455,435.1,4554351
08346286,0,455,456.1,4554561
08346286,0,370,331,370331
08346287,1,455,458,455458
08346287,0,380,249,380249
08346287,0,380,270,380270
08346287,0,455,433,455433
08346287,0,455,411,455411
08346288,1,455,501,455501
08346288,0,455," 63.1","455 631"
08346288,0,455," 67.13","455 6713"
08346289,1,455,509,455509
08346289,0,455,450,455450
08346289,0,455,522,455522
08346289,0,455,220,455220
08346290,1,455,522,455522
08346290,0,455,150.1,4551501
08346290,0,455,214,455214
08346290,0,455,430,455430
08346290,0,370,235,370235
08346290,0,370,318,370318
08346290,0,370,333,370333
08346291,1,455,522,455522
08346291,0,455," 69","455 69"
08346292,1,455,522,455522
08346292,0,455," 69","455 69"
08346292,0,455,127.1,4551271
08346292,0,455," 67.11","455 6711"
08346293,1,455,550.1,4555501
08346293,0,370,965.21,37096521
08346293,0,370,437,370437
08346293,0,370,477,370477
08346293,0,370,342,370342
08346293,0,370,334,370334
08346293,0,370,338,370338
08346293,0,370,381,370381
08346293,0,455,452.2,4554522
08346293,0,455,561,455561
08346293,0,455,442,455442
08346293,0,455,135,455135
08346294,1,455,550.1,4555501
08346294,0,455,575.1,4555751
08346294,0,341," 22","341 22"
08346295,1,455,550.1,4555501
08346295,0,455,575.1,4555751
08346295,0,455," 90.3","455 903"
08346295,0,455,564,455564
08346295,0,341," 26","341 26"
08346295,0,345,173,345173
08346296,1,455,550.1,4555501
08346296,0,455,419,455419
08346296,0,455,551,455551
08346296,0,455,187.1,4551871
08346296,0,455,466,455466
08346296,0,455,574,455574
08346296,0,379,354,379354
08346296,0,379,357.04,37935704
08346296,0,379,355.09,37935509
08346297,1,455,550.1,4555501
08346297,0,455,566,455566
08346297,0,455,575.1,4555751
08346297,0,455,465,455465
08346297,0,379,433.07,37943307
08346297,0,379,335.01,37933501
08346297,0,379,100.14,37910014
08346297,0,379,202.01,37920201
08346297,0,379,216.01,37921601
08346297,0,345,172,345172
08346297,0,345,168,345168
08346297,0,345,173,345173
08346297,0,370,352,370352
08346298,1,455,550.1,4555501
08346298,0,370,350,370350
08346299,1,455,552.1,4555521
08346299,0,455,553.1,4555531
08346299,0,455,572,455572
08346299,0,455," 69","455 69"
08346299,0,370,311,370311
08346299,0,370,338,370338
08346300,1,455,553.1,4555531
08346300,0,455,422.1,4554221
08346300,0,370,312,370312
08346300,0,370,328,370328
08346301,1,455,556,455556
08346301,0,455,456,455456
08346301,0,455,433,455433
08346301,0,455,412.1,4554121
08346301,0,455,412.2,4554122
08346301,0,455,413,455413
08346301,0,455,414.1,4554141
08346301,0,455,415,455415
08346301,0,455,432.2,4554322
08346301,0,455,558,455558
08346301,0,370,331,370331
08346301,0,370,216,370216
08346301,0,370,329,370329
08346301,0,370,433,370433
08346301,0,370,325,370325
08346302,1,455,556.1,4555561
08346303,1,455,556.1,4555561
08346303,0,455,414.1,4554141
08346303,0,455,555,455555
08346303,0,455,566,455566
08346303,0,455,466,455466
08346304,1,455,556.1,4555561
08346304,0,455,414.1,4554141
08346304,0,455,555,455555
08346304,0,455,566,455566
08346304,0,455,466,455466
08346305,1,455,558,455558
08346305,0,455,410,455410
08346305,0,455,412.2,4554122
08346305,0,455,414.4,4554144
08346305,0,455,418,455418
08346305,0,455," 41.2","455 412"
08346305,0,455,566,455566
08346305,0,455,435,455435
08346305,0,726," 34","726 34"
08346305,0,726," 36","726 36"
08346305,0,340,568.1,3405681
08346305,0,713,164,713164
08346306,1,455,558,455558
08346306,0,365,185.04,36518504
08346307,1,455,566,455566
08346307,0,455,413,455413
08346308,1,455,566,455566
08346308,0,455,550.1,4555501
08346308,0,455,556.1,4555561
08346308,0,455,575.3,4555753
08346308,0,345,169,345169
08346308,0,345,173,345173
08346308,0,349,114,349114
08346308,0,379,433.01,37943301
08346308,0,379,433.12,37943312
08346309,1,455,566,455566
08346309,0,455,550.1,4555501
08346309,0,455,556.1,4555561
08346309,0,345,690,345690
08346309,0,345,694,345694
08346309,0,345,641,345641
08346310,1,455,569.2,4555692
08346310,0,455,567,455567
08346310,0,455,569.1,4555691
08346310,0,455,557,455557
08346311,1,455,570,455570
08346311,0,455," 63.1","455 631"
08346312,1,455,572,455572
08346312,0,455,410,455410
08346312,0,455,411,455411
08346312,0,380,247,380247
08346313,1,455,574,455574
08346313,0,455,127.5,4551275
08346313,0,455,343.2,4553432
08346313,0,455,343.4,4553434
08346314,1,455,574,455574
08346314,0,455,418,455418
08346314,0,455,419,455419
08346314,0,455,435.1,4554351
08346314,0,455,456.1,4554561
08346314,0,455,515,455515
08346314,0,455," 67.11","455 6711"
08346314,0,455,458,455458
08346315,1,455,574,455574
08346315,0,455,343.2,4553432
08346315,0,455,127.5,4551275
08346315,0,455,436,455436
08346315,0,370,311,370311
08346315,0,370,318,370318
08346315,0,370,230,370230
08346315,0,370,338,370338
08346315,0,370,347,370347
08346316,1,455,575.1,4555751
08346316,0,455,566,455566
08346316,0,345,211,345211
08346316,0,345,173,345173
08346317,1,455,575.1,4555751
08346317,0,455," 90.2","455 902"
08346317,0,455,575.2,4555752
08346317,0,455,575.3,4555753
08346317,0,455,575.4,4555754
08346317,0,455,575.8,4555758
08346317,0,455," 90.3","455 903"
08346317,0,455,550.1,4555501
08346317,0,455,184,455184
08346317,0,455,575.7,4555757
08346317,0,713,330,713330
08346317,0,370,352,370352
08346318,1,455,575.1,4555751
