patent,prim,class,subclass
08346318,0,455,556.2,4555562
08346318,0,455,575.3,4555753
08346318,0,455," 90.3","455 903"
08346318,0,379,433.01,37943301
08346318,0,361,679.02,36167902
08346319,1,455,575.1,4555751
08346319,0,455,566,455566
08346319,0,455," 90.3","455 903"
08346319,0,379,330,379330
08346320,1,455,575.3,4555753
08346320,0,455,575.1,4555751
08346320,0,455," 90.1","455 901"
08346320,0,455,550.1,4555501
08346320,0,455,347,455347
08346321,1,455,575.4,4555754
08346322,1,455,575.4,4555754
08346322,0,455,550.1,4555501
08346322,0,455,575.1,4555751
08346322,0,455,575.2,4555752
08346322,0,455,575.3,4555753
08346323,1,455,575.4,4555754
08346323,0,455," 90.3","455 903"
08346323,0,455,128,455128
08346323,0,455,347,455347
08346323,0,361,727,361727
08346323,0,361,679.39,36167939
08346324,1,455,575.6,4555756
08346324,0,455,450,455450
08346325,1,505,210,505210
08346326,1,505,230,505230
08346326,0,505,925,505925
08346326,0,174," 15.5","174 155"
08346326,0,228,173.5,2281735
08346327,1,600,310,600310
08346327,0,600,323,600323
08346328,1,600,310,600310
08346328,0,600,322,600322
08346329,1,600,316,600316
08346329,0,600,310,600310
08346329,0,600,322,600322
08346330,1,600,322,600322
08346331,1,600,323,600323
08346331,0,600,473,600473
08346331,0,600,544,600544
08346332,1,600,323,600323
08346332,0,600,328,600328
08346332,0,600,334,600334
08346333,1,600,336,600336
08346333,0,702," 19","702 19"
08346333,0,600,502,600502
08346333,0,600,529,600529
08346334,1,600,344,600344
08346334,0,600,322,600322
08346334,0,600,323,600323
08346335,1,600,345,600345
08346335,0,600,309,600309
08346335,0,600,347,600347
08346335,0,600,365,600365
08346336,1,600,345,600345
08346336,0,600,347,600347
08346336,0,600,365,600365
08346337,1,600,345,600345
08346337,0,600,347,600347
08346337,0,600,365,600365
08346337,0,422," 82.01","422 8201"
08346338,1,600,347,600347
08346338,0,600,365,600365
08346339,1,600,374,600374
08346339,0,600,393,600393
08346339,0,600,509,600509
08346340,1,600,410,600410
08346340,0,600,407,600407
08346340,0,600,417,600417
08346341,1,600,411,600411
08346341,0,600,410,600410
08346341,0,600,509,600509
08346342,1,600,420,600420
08346343,1,600,424,600424
08346343,0,128,899,128899
08346344,1,600,424,600424
08346344,0,600,407,600407
08346344,0,378," 42","378 42"
08346344,0,378," 62","378 62"
08346344,0,378," 87","378 87"
08346344,0,382,190,382190
08346344,0,382,192,382192
08346344,0,382,201,382201
08346344,0,382,203,382203
08346345,1,600,473,600473
08346345,0,351,200,351200
08346345,0,600,317,600317
08346345,0,600,318,600318
08346346,1,600,476,600476
08346346,0,600,473,600473
08346346,0,600,175,600175
08346346,0,600,176,600176
08346347,1,600,476,600476
08346348,1,600,478,600478
08346348,0,600,477,600477
08346349,1,600,509,600509
08346350,1,600,515,600515
08346350,0,600,518,600518
08346350,0,607,"  4","607  4"
08346351,1,600,516,600516
08346351,0,600,515,600515
08346351,0,600,517,600517
08346352,1,600,519,600519
08346353,1,600,547,600547
08346353,0,600,510,600510
08346353,0,600,538,600538
08346353,0,607,122,607122
08346354,1,607,"  2","607  2"
08346355,1,607,"  2","607  2"
08346356,1,607,"  3","607  3"
08346357,1,607,"  5","607  5"
08346358,1,607,"  9","607  9"
08346358,0,607," 11","607 11"
08346358,0,607," 15","607 15"
08346358,0,607," 36","607 36"
08346358,0,607,122,607122
08346359,1,607,"  9","607  9"
08346359,0,607," 14","607 14"
08346359,0,607," 15","607 15"
08346359,0,607,119,607119
08346359,0,600,515,600515
08346359,0,600,516,600516
08346360,1,607,"  9","607  9"
08346361,1,607," 33","607 33"
08346361,0,607," 32","607 32"
08346361,0,607," 60","607 60"
08346361,0,607," 61","607 61"
08346362,1,607," 37","607 37"
08346362,0,607," 36","607 36"
08346363,1,607," 40","607 40"
08346363,0,607," 22","607 22"
08346364,1,607," 40","607 40"
08346364,0,607,117,607117
08346365,1,607," 45","607 45"
08346366,1,607," 48","607 48"
08346366,0,607," 49","607 49"
08346366,0,607," 50","607 50"
08346366,0,607," 52","607 52"
08346366,0,607,117,607117
08346367,1,607," 48","607 48"
08346368,1,607," 57","607 57"
08346368,0,607," 55","607 55"
08346368,0,607," 56","607 56"
08346368,0,607,136,607136
08346368,0,607,137,607137
08346369,1,607," 59","607 59"
08346369,0,607," 30","607 30"
08346370,1,607,101,607101
08346370,0,324,600,324600
08346370,0,606," 38","606 38"
08346371,1,607,115,607115
08346372,1,607,116,607116
08346372,0,607,115,607115
08346372,0,600,427,600427
08346372,0,600,508,600508
08346373,1,607,122,607122
08346373,0,606," 20","606 20"
08346373,0,606," 22","606 22"
08346374,1,607,127,607127
08346375,1,607,142,607142
08346375,0,600,372,600372
08346375,0,600,384,600384
08346375,0,607,"  5","607  5"
08346376,1,700," 12","700 12"
08346376,0,700," 19","700 19"
08346377,1,700," 22","700 22"
08346377,0,700,"  4","700  4"
08346377,0,700," 12","700 12"
08346377,0,700," 14","700 14"
08346377,0,700," 74","700 74"
08346377,0,700,292,700292
08346377,0,700,293,700293
08346378,1,700," 23","700 23"
08346378,0,700," 11","700 11"
08346378,0,700," 18","700 18"
08346379,1,700," 94","700 94"
08346379,0,381," 23","381 23"
08346379,0,381,310,381310
08346380,1,700," 94","700 94"
08346380,0,381," 23","381 23"
08346380,0,381,310,381310
08346381,1,700,106,700106
08346381,0,700," 98","700 98"
08346381,0,700,107,700107
08346382,1,700,125,700125
08346382,0,700,124,700124
08346382,0,422,105,422105
08346383,1,700,159,700159
08346383,0,700,110,700110
08346384,1,700,177,700177
08346384,0,715,863,715863
08346384,0," 83",477.2," 834772"
08346385,1,700,177,700177
08346385,0,700,195,700195
08346386,1,700,214,700214
08346386,0,360," 92.1","360 921"
08346386,0,360," 91","360 91"
08346387,1,700,218,700218
08346387,0,700,213,700213
08346387,0,700,214,700214
08346387,0,221,197,221197
08346388,1,700,230,700230
08346388,0,700,213,700213
08346388,0,700,219,700219
08346388,0,700,223,700223
08346388,0,209,590,209590
08346388,0,209,672,209672
08346388,0," 73"," 81"," 73 81"
08346388,0," 73",579," 73579"
08346388,0,426,231,426231
08346389,1,700,245,700245
08346389,0,318,568.12,31856812
08346389,0,318,568.16,31856816
08346390,1,700,245,700245
08346390,0,901,"  1","901  1"
08346390,0,180,252,180252
08346391,1,700,248,700248
08346391,0,700,245,700245
08346391,0,700,247,700247
08346391,0,700,258,700258
08346391,0,901,"  1","901  1"
08346391,0,901," 46","901 46"
08346391,0,901," 50","901 50"
08346392,1,700,259,700259
08346393,1,700,261,700261
08346393,0,901," 30","901 30"
08346394,1,700,274,700274
08346394,0,700,266,700266
08346394,0," 60"," 39.53"," 60 3953"
08346394,0," 60"," 39.55"," 60 3955"
08346394,0," 60",685," 60685"
08346394,0," 60",686," 60686"
08346394,0,422,168,422168
08346395,1,700,275,700275
08346395,0,701," 21","701 21"
08346395,0,114,"144. RE","114144 RE"
08346395,0,114,162,114162
08346396,1,700,276,700276
08346396,0,715,702,715702
08346397,1,700,276,700276
08346397,0,700,246,700246
08346398,1,700,278,700278
08346398,0,700," 32","700 32"
08346398,0,700,300,700300
08346399,1,700,282,700282
08346399,0,604," 66","604 66"
08346399,0,604," 67","604 67"
08346399,0,604,118,604118
08346399,0,604,131,604131
08346399,0,604,504,604504
08346399,0,604,890.1,6048901
08346399,0,604,892.1,6048921
08346400,1,700,287,700287
08346400,0,290," 44","290 44"
08346401,1,700,291,700291
08346401,0,700,295,700295
08346401,0,705,412,705412
08346402,1,700,293,700293
08346402,0,702," 58","702 58"
08346402,0,702," 60","702 60"
08346402,0,700,292,700292
08346403,1,700,295,700295
08346403,0,315,294,315294
08346403,0,362,227,362227
08346404,1,700,298,700298
08346404,0,702," 64","702 64"
08346405,1,701,"  1","701  1"
08346405,0,701,400,701400
08346406,1,701,"  1","701  1"
08346406,0,717,170,717170
08346407,1,701,"  2","701  2"
08346407,0,701," 31.5","701 315"
08346407,0,701," 33.7","701 337"
08346407,0,701," 33.8","701 338"
08346407,0,701," 34.1","701 341"
08346407,0,701," 34.2","701 342"
08346407,0,701,430,701430
08346407,0,701,540,701540
08346408,1,701,"  8","701  8"
08346408,0,701,"  2","701  2"
08346408,0,701,"  3","701  3"
08346408,0,701," 11","701 11"
08346408,0,701," 13","701 13"
08346408,0,701," 15","701 15"
08346408,0,700," 28","700 28"
08346408,0,700," 31","700 31"
08346408,0,244," 82","244 82"
08346408,0,244," 99.8","244 998"
08346408,0,244,185,244185
08346408,0,244,186,244186
08346408,0,244,203,244203
08346408,0,318,591,318591
08346408,0,318,580,318580
08346408,0,318,565,318565
08346408,0,340,961,340961
08346409,1,701," 11","701 11"
08346409,0,701," 14","701 14"
08346409,0,340,945,340945
08346409,0,340,963,340963
08346409,0,244," 76. R","244 76 R"
08346409,0,244,178,244178
08346410,1,701," 13","701 13"
08346410,0,244,171,244171
08346410,0,244,158.1,2441581
08346410,0,244,165,244165
08346410,0,244,169,244169
08346411,1,701," 14","701 14"
08346411,0,701,"  3","701  3"
08346411,0,701,"  4","701  4"
08346411,0,701," 17","701 17"
08346411,0,701,467,701467
08346411,0,701,468,701468
08346411,0,340,425.5,3404255
08346411,0,340,426.13,34042613
08346411,0,340,426.16,34042616
08346412,1,701," 18","701 18"
08346412,0,701,"  1","701  1"
08346412,0,701,"  3","701  3"
08346412,0,701,"  4","701  4"
08346412,0,701," 14","701 14"
08346412,0,701," 16","701 16"
08346412,0,701," 17","701 17"
08346412,0,701,532,701532
08346412,0,340,976,340976
08346412,0,340,951,340951
08346412,0,342," 33","342 33"
08346412,0,342,357.53,34235753
08346412,0,244,187,244187
08346413,1,701," 19","701 19"
08346413,0,303,"  3","303  3"
08346414,1,701," 19","701 19"
08346414,0,701," 36","701 36"
08346415,1,701," 21","701 21"
08346415,0,701,300,701300
08346415,0,701,468,701468
08346415,0,701,523,701523
08346415,0,701,500,701500
08346415,0,702,"  5","702  5"
08346416,1,701," 22","701 22"
08346416,0,701," 99","701 99"
08346416,0,290," 40. A","290 40 A"
08346416,0,290," 40. B","290 40 B"
08346416,0,290," 40. C","290 40 C"
08346416,0,700,287,700287
08346416,0,903,902,903902
08346416,0,180," 65.21","180 6521"
08346417,1,701," 22","701 22"
08346417,0,701," 82","701 82"
08346417,0,318," 52","318 52"
08346418,1,701," 22","701 22"
08346419,1,701," 22","701 22"
08346419,0,320,101,320101
08346419,0,320,104,320104
08346419,0,320,128,320128
08346419,0,320,132,320132
08346419,0,320,137,320137
08346419,0,324,426,324426
08346419,0,257,296,257296
08346419,0,318," 66","318 66"
08346419,0,315," 86","315 86"
08346419,0,429," 23","429 23"
08346419,0,477,"  2","477  2"
08346420,1,701," 22","701 22"
08346420,0,701,408,701408
08346420,0,701,521,701521
08346421,1,701," 22","701 22"
08346421,0,477,"  2","477  2"
08346421,0,477,"  3","477  3"
08346421,0,477,"  7","477  7"
08346421,0,701,"  1","701  1"
08346421,0,701," 36","701 36"
08346421,0,701," 99","701 99"
08346421,0,701,113,701113
08346421,0,180," 65.1","180 651"
08346421,0,180," 65.21","180 6521"
08346421,0,180," 65.265","180 65265"
08346421,0,180," 65.275","180 65275"
08346422,1,701," 22","701 22"
08346422,0,180," 65.1","180 651"
08346422,0," 62",133," 62133"
08346423,1,701," 22","701 22"
08346424,1,701," 22","701 22"
08346424,0,701," 31.8","701 318"
08346424,0,701," 31.9","701 319"
08346424,0,340,438,340438
08346424,0,180," 65.21","180 6521"
08346425,1,701," 27","701 27"
08346425,0,280,"  5.32","280  532"
08346426,1,701," 28","701 28"
08346426,0,701," 25","701 25"
08346426,0,701," 41","701 41"
08346427,1,701," 28","701 28"
08346427,0,382,104,382104
08346427,0,348,119,348119
08346428,1,701," 30.4","701 304"
08346428,0,701," 29.1","701 291"
08346428,0,701," 30.3","701 303"
08346428,0,701," 36","701 36"
08346428,0,701," 41","701 41"
08346428,0,701," 48","701 48"
08346429,1,701," 31.4","701 314"
08346429,0,701,"  3","701  3"
08346430,1,701," 31.4","701 314"
08346431,1,701," 36","701 36"
08346431,0,701,"  1","701  1"
08346431,0,701," 45","701 45"
08346432,1,701," 36","701 36"
08346432,0,701,"  2","701  2"
08346432,0,701," 49","701 49"
08346432,0,340,426.13,34042613
08346432,0,340,426.15,34042615
08346433,1,701," 36","701 36"
08346433,0,701," 46","701 46"
08346433,0,701," 48","701 48"
08346433,0,340,429,340429
08346433,0,340,440,340440
08346433,0,280,"  5.506","280  5506"
08346433,0,280,"  5.508","280  5508"
08346433,0,280,735,280735
08346434,1,701," 41","701 41"
08346434,0,701," 48","701 48"
08346434,0,280,"  5.51","280  551"
08346434,0,280,"  5.52","280  552"
08346435,1,701," 41","701 41"
08346435,0,701," 42","701 42"
08346436,1,701," 41","701 41"
08346436,0,701," 23","701 23"
08346436,0,701," 28","701 28"
08346436,0,701,116,701116
08346436,0,701,117,701117
08346436,0,701,124,701124
08346436,0,701,519,701519
08346436,0,340,436,340436
08346436,0,340,437,340437
08346436,0,340,438,340438
08346436,0,340,439,340439
08346436,0,180,168,180168
08346436,0,180,169,180169
08346437,1,701," 42","701 42"
08346437,0,701," 23","701 23"
08346437,0,701," 24","701 24"
08346437,0,701," 28","701 28"
08346437,0,701," 96","701 96"
08346437,0,701,117,701117
08346437,0,340," 10.33","340 1033"
08346437,0,340,435,340435
08346437,0,340,436,340436
08346437,0,340,988,340988
08346437,0,340,903,340903
08346437,0,342," 24","342 24"
08346437,0,342," 44","342 44"
08346437,0,342," 50","342 50"
08346437,0,342," 51","342 51"
08346437,0,342," 70","342 70"
08346437,0,180,167,180167
08346437,0,180,168,180168
08346437,0,180,169,180169
08346437,0,455,517,455517
08346437,0,318,587,318587
08346438,1,701," 45","701 45"
08346438,0,297,216.12,29721612
08346439,1,701," 45","701 45"
08346439,0,701," 38","701 38"
08346439,0,280,735,280735
08346439,0,180,282,180282
08346440,1,701," 45","701 45"
08346440,0,280,735,280735
08346441,1,701," 49","701 49"
08346441,0,701," 36","701 36"
08346441,0,701," 50","701 50"
08346441,0,180,218,180218
08346441,0,180,326,180326
08346441,0,180,328,180328
08346441,0,180,329,180329
08346441,0,180,330,180330
08346441,0,280,205,280205
08346441,0,280,208,280208
08346441,0,280,220,280220
08346441,0,280,229,280229
08346441,0,297,215.13,29721513
08346441,0,297,313,297313
08346441,0,297,314,297314
08346442,1,701," 50","701 50"
08346442,0,111,200,111200
08346442,0,172,"  2","172  2"
08346443,1,701," 50","701 50"
08346443,0,701," 23","701 23"
08346443,0,701," 26","701 26"
08346443,0,701," 41","701 41"
08346443,0,701,411,701411
08346443,0,701,412,701412
08346443,0,701,413,701413
08346443,0,340,988,340988
08346444,1,701," 51","701 51"
08346444,0,701," 29.1","701 291"
08346444,0,477," 80","477 80"
08346444,0,477,120,477120
08346445,1,701," 51","701 51"
08346446,1,701," 53","701 53"
08346446,0,701," 22","701 22"
08346446,0,701," 66","701 66"
08346446,0,180," 65.7","180 657"
08346446,0,180," 65.8","180 658"
08346447,1,701," 54","701 54"
08346448,1,701," 54","701 54"
08346448,0,701," 84","701 84"
08346448,0,180," 69.6","180 696"
08346448,0,180,248,180248
08346448,0,477," 37","477 37"
08346449,1,701," 55","701 55"
08346450,1,701," 58","701 58"
08346450,0,701," 61","701 61"
08346450,0,701," 82","701 82"
08346450,0,701," 87","701 87"
08346451,1,701," 67","701 67"
08346451,0,192," 85.63","192 8563"
08346452,1,701," 70","701 70"
08346452,0,296,190.03,29619003
08346453,1,701," 70","701 70"
08346453,0,303,155,303155
08346453,0,303,167,303167
08346454,1,701," 78","701 78"
08346454,0,303,155,303155
08346455,1,701," 80","701 80"
08346455,0,303,191,303191
08346455,0,244,111,244111
08346455,0,244,"  1. R","244  1 R"
08346456,1,701," 98","701 98"
08346456,0,701," 25","701 25"
08346456,0,701," 56","701 56"
08346456,0,701," 65","701 65"
08346456,0,701," 93","701 93"
08346456,0,701," 96","701 96"
08346457,1,701,102,701102
08346458,1,701,104,701104
08346458,0,701,106,701106
08346458,0,701,109,701109
08346458,0," 60",285," 60285"
08346459,1,701,107,701107
08346459,0,123,"198. R","123198 R"
08346459,0,123,"196. CP","123196 CP"
08346459,0,123,"196. S","123196 S"
08346459,0,123,"198. D","123198 D"
08346459,0,701,114,701114
08346460,1,701,111,701111
08346460,0,123,192.2,1231922
08346460,0,267,140.12,26714012
08346461,1,701,113,701113
08346461,0,123,179.3,1231793
08346461,0,123,179.4,1231794
08346461,0,123,179.28,12317928
08346461,0,123,179.22,12317922
08346461,0,701,110,701110
08346461,0,701,112,701112
08346461,0,290," 38. R","290 38 R"
08346461,0,290," 38. B","290 38 B"
08346462,1,701,114,701114
08346462,0," 60",605.2," 606052"
08346462,0,123,568.16,12356816
08346462,0," 73",114.74," 7311474"
08346462,0,701,108,701108
08346463,1,701,117,701117
08346463,0,701,448,701448
08346464,1,701,120,701120
08346464,0,701,117,701117
08346464,0,701,431,701431
08346464,0,701,437,701437
08346465,1,701,208,701208
08346465,0,701,400,701400
08346465,0,701,408,701408
08346465,0,701,425,701425
08346465,0,701,431,701431
08346465,0,701,436,701436
08346465,0,701,437,701437
08346465,0,701,454,701454
08346465,0,701,468,701468
08346465,0,340,988,340988
08346465,0,340,995.1,3409951
08346465,0,340,995.14,34099514
08346465,0,340,995.2,3409952
08346465,0,340,996,340996
08346466,1,701,216,701216
08346467,1,701,301,701301
08346468,1,701,301,701301
08346468,0,701,117,701117
08346468,0,701,119,701119
08346468,0,235,462,235462
08346468,0,340,901,340901
08346469,1,701,400,701400
08346469,0,701,408,701408
08346469,0,701,412,701412
08346469,0,701,468,701468
08346469,0,701,469,701469
08346469,0,701,473,701473
08346469,0,701,475,701475
08346469,0,701,476,701476
08346469,0,701,477,701477
08346469,0,701,507,701507
08346469,0,701,534,701534
08346469,0,342,357.58,34235758
08346470,1,701,408,701408
08346470,0,701,410,701410
08346471,1,701,408,701408
08346471,0,703,"  1","703  1"
08346471,0,455,"  3.01","455  301"
08346471,0,705," 35","705 35"
08346471,0,701,409,701409
08346471,0,701,450,701450
08346471,0,701,439,701439
08346471,0,701,454,701454
08346471,0,345,426,345426
08346471,0,345,634,345634
08346472,1,701,409,701409
08346472,0,345,629,345629
08346473,1,701,409,701409
08346473,0,701,532,701532
08346473,0,701," 28","701 28"
08346473,0,340,937,340937
08346474,1,701,411,701411
08346475,1,701,412,701412
08346475,0,701,445,701445
08346475,0,701,469,701469
08346475,0,701,525,701525
08346476,1,701,424,701424
08346476,0,701," 93","701 93"
08346477,1,701,426,701426
08346477,0,701,438,701438
08346477,0,340,995.24,34099524
08346478,1,701,454,701454
08346478,0,701,460,701460
08346478,0,701,461,701461
08346478,0,701,467,701467
08346478,0,701,468,701468
08346478,0,701,503,701503
08346478,0,340,988,340988
08346478,0,340,990,340990
08346478,0,340,995.1,3409951
08346478,0,340,995.18,34099518
